col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23
209,2,Rdv APP Solutions,2,NOW[-5M+7d11H00m],NOW[-5M+7d11H30m],1800,,,,,,11,2,,,2.0,,3.0,NICE,,,,
210,2,Rdv KGM Media,2,NOW[-4M+7d17H00m],NOW[-4M+7d17H30m],1800,,,,,,13,1,,,5.0,,3.0,LILLE,,,,
211,2,Rdv BT Tech,2,NOW[-3M+7d16H00m],NOW[-3M+7d17H00m],3600,,,,,,12,2,,,8.0,,3.0,CLERMONT-FERRAND,,,,
212,2,Rdv B&X Web,2,NOW[-3M+7d17H00m],NOW[-3M+7d18H00m],3600,,,,,,11,2,,,9.0,,3.0,CLERMONT-FERRAND,,,,
213,2,Rdv WIX Solutions,2,NOW[-2M+7d11H00m],NOW[-2M+7d11H30m],1800,,,,,,13,3,,,10.0,,3.0,MELUN,,,,
214,2,Rdv Q&L Solutions,2,NOW[-2M+7d14H00m],NOW[-2M+7d14H30m],1800,,,,,,9,1,,,11.0,,3.0,STRASBOURG,,,,
215,2,Rdv GEH Systems,2,NOW[-2M+14d14H00m],NOW[-2M+14d14H30m],1800,,,,,,8,3,,,12.0,,3.0,PUTEAUX,,,,
216,2,Rdv Z&C Industries,2,NOW[-1M+7d10H00m],NOW[-1M+7d10H30m],1800,,,,,,8,3,,,19.0,,3.0,TORCY,,,,
217,2,Rdv Shelton Media,2,NOW[-7d09H00m],NOW[-7d09H30m],1800,,,,,,9,1,,,24.0,,3.0,LILLE,,,,
218,2,Rdv Oister Media,2,NOW[-7d14H30m],NOW[-7d17H30m],10800,,,,,,8,3,,,26.0,,3.0,MELUN,,,,
219,2,Rdv Connolly Solutions,1,NOW[+1d10H30m],NOW[+1d11H30m],5400,,,,,,9,1,,,28.0,,3.0,LILLE,,,,
220,2,Rdv GVS Services,1,NOW[+1d11H00m],NOW[+1d12H30m],5400,,,,,,8,3,,,29.0,,3.0,LONDON,,,,
221,2,Séminaire commercial,1,NOW[+7d09H00m],NOW[+8d18H00m],54000,,,,,,8,3,,,,,1.0,,,,,
222,2,Séminaire commercial,1,NOW[+7d09H00m],NOW[+8d18H00m],54000,,,,,,13,3,,,,,1.0,,,,,
223,2,Séminaire commercial,1,NOW[+7d09H00m],NOW[+8d18H00m],54000,,,,,,9,1,,,,,1.0,,,,,
224,2,Séminaire commercial,1,NOW[+7d09H00m],NOW[+8d18H00m],54000,,,,,,10,1,,,,,1.0,,,,,
300,3,Préparer le support commercial,13,NOW[10H00m],NOW[11H00m],3600,,2.0,,,,9,1,,,,,,,,,,
301,3,Sortir le bilan d'activité,11,NOW[14H00m],NOW[15H00m],3600,,4.0,,,,9,1,,,,,,,,,,
302,3,Rédiger fiche produit,11,NOW[14H00m],NOW[15H30m],5400,,3.0,com.axelor.apps.base.db.Product,3.0,,8,3,,,,,,,,,,
303,3,Préparation phoning,11,NOW[15H00m],NOW[18H30m],12600,,4.0,com.axelor.apps.base.db.Product,3.0,,13,3,,,,,,,,,,
304,3,Préparation phoning,11,NOW[15H00m],NOW[18H30m],12600,,4.0,com.axelor.apps.base.db.Product,3.0,,10,1,,,,,,,,,,
305,3,Sortir le bilan d'activité,11,NOW[09H00m],NOW[10H00m],3600,,4.0,,,,13,3,,,,,,,,,,
500,3,Où télécharger les sources de l'ERP ?,23,NOW[-2d14H00m],NOW[-2d16H00m],300,1.0,1.0,,,,8,3,77.0,78.0,,,,,100.0,8.0,,
501,3,Comment accéder à la doc technique ? ,23,NOW[-1d09H00m],NOW[-1d12H00m],300,1.0,1.0,,,,8,3,70.0,71.0,,,,,100.0,8.0,,
502,3,Impossible de se connecter avec l’utilisateur Admin,23,NOW[-1d10H00m],NOW[09H30m],1800,1.0,3.0,,,,17,4,88.0,90.0,,,,,100.0,17.0,3.0,10.0
503,3,Comment joindre un fichier ?,22,NOW[-1d14H00m],NOW[-1d13H00m],3600,2.0,2.0,,,,9,1,88.0,90.0,,,,,10.0,9.0,3.0,10.0
504,3,Comment effectuer une recherche avancée ? ,21,NOW[09H00m],NOW[10H00m],3600,2.0,3.0,,,,9,1,88.0,90.0,,,,,0.0,9.0,3.0,10.0
505,3,Comment effectuer une mise à jour en masse d'enregistrements ?,21,NOW[09H30m],NOW[10H30m],3600,2.0,4.0,,,,8,3,88.0,90.0,,,,,0.0,8.0,3.0,10.0
