col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32
23,23,1,,1,0,70,0,0,0,5,1,0,0,1,0,1,1,1,1,0,1,1,1,0,2,0,0,0,0,12,9,3
24,24,1,,1,0,94,2,0,0,4,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,14,8,4
25,25,1,,1,0,121,0,1,1,7,1,0,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,0,0,23,13,3
26,26,1,,1,1,83,1,1,0,5,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,12,7,3
27,27,1,,1,0,98,0,1,0,7,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,11,7,3
28,28,1,,1,0,88,1,0,0,4,1,0,0,1,0,1,1,1,1,0,1,1,1,0,2,0,0,0,0,13,7,4
29,29,1,,1,0,115,1,0,0,8,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,3,0,0,0,22,11,3
30,30,1,,1,0,84,1,1,0,4,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,13,7,4
31,31,1,,1,0,116,1,0,0,6,1,0,1,1,1,1,1,1,1,0,1,1,1,0,2,0,0,0,0,18,9,4
32,32,1,,1,0,93,1,0,0,5,1,0,1,1,1,1,1,1,1,0,1,1,1,0,3,0,0,0,0,15,9,4
33,33,1,,1,0,96,0,0,0,7,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,16,13,3
34,34,1,,1,1,76,1,0,0,5,1,0,1,1,1,1,1,1,1,0,0,0,1,0,4,0,0,0,0,14,8,3
35,35,1,,1,1,110,1,0,0,5,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,15,9,4
36,36,1,,1,0,71,0,0,0,4,1,0,1,1,1,1,1,1,1,0,1,1,1,0,3,0,0,0,0,11,7,3
37,37,1,,1,0,80,0,1,0,6,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,14,11,3
38,38,1,,1,0,76,0,0,0,5,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,11,8,2
39,39,1,,1,0,68,0,0,0,4,1,0,1,1,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,10,8,2
40,40,1,,1,0,60,0,0,0,5,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,10,8,2
41,41,1,,1,0,56,0,1,0,5,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,10,8,2
42,42,1,,1,1,83,0,0,0,5,1,1,1,1,1,1,1,1,1,1,0,1,1,0,2,0,0,0,0,14,9,3
43,43,1,,1,1,60,0,1,0,4,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,9,6,3
44,44,1,,1,0,64,0,0,0,5,1,0,1,1,1,1,1,0,1,1,0,1,1,0,2,0,0,0,0,9,8,2
45,45,1,,1,0,150,1,1,0,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,23,11,4
46,46,1,,1,0,208,1,0,0,8,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,0,0,0,0,30,11,4
47,47,1,,1,0,146,1,1,0,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,22,10,4
48,48,1,,1,0,62,0,0,0,5,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,9,8,3
49,49,1,,1,0,109,0,1,0,6,1,0,1,1,1,1,1,1,1,0,0,1,1,2,1,0,0,0,0,15,9,2
50,50,1,,1,1,139,1,2,0,6,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,19,8,4
51,51,1,,1,0,102,1,1,0,4,1,0,0,1,0,1,1,0,1,1,0,0,1,2,1,0,0,0,0,15,7,3
52,52,1,,1,0,42,0,1,0,3,1,0,0,1,0,1,1,0,1,0,0,1,1,1,2,0,0,0,0,6,6,2
53,53,1,,1,0,56,0,0,0,6,1,1,1,1,1,1,1,0,1,0,0,1,1,0,3,0,0,0,0,9,9,2
54,54,1,,1,1,128,1,0,0,7,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,0,0,0,0,24,11,4
55,55,1,,1,0,104,1,0,0,5,1,0,1,1,1,1,1,0,1,1,0,1,1,0,3,1,0,0,0,14,8,3
56,56,1,,1,0,189,2,2,0,7,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,0,0,0,32,11,4
57,57,1,,1,0,136,2,0,0,4,1,0,1,1,1,1,1,0,1,1,0,1,1,1,2,3,0,0,0,21,9,3
58,58,1,,1,0,115,0,0,0,5,1,0,1,1,1,1,1,1,1,1,1,1,1,0,3,0,0,0,0,17,8,4
59,59,1,,1,0,86,1,0,0,4,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,0,0,0,0,10,8,4
60,60,1,,1,0,101,2,1,1,5,1,0,0,1,0,1,1,1,0,0,1,0,1,2,1,1,0,0,0,15,10,4
61,61,1,,1,0,57,0,0,0,3,1,0,0,1,0,1,1,0,1,0,0,1,1,0,2,0,0,0,0,6,6,2
62,62,1,,1,0,184,2,1,0,5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,3,2,0,0,0,28,12,4
63,63,1,,1,0,161,1,0,1,6,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,27,11,4
64,64,1,,1,0,155,1,0,0,8,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,1,0,0,0,28,15,4
65,65,1,,1,0,123,1,1,0,5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,21,8,4
66,66,1,,1,0,127,1,2,0,6,1,0,1,1,1,1,1,1,1,1,1,1,1,2,3,0,1,0,0,18,8,4
67,67,1,,1,0,88,1,0,0,4,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,12,8,4
68,68,1,,1,1,86,1,1,0,4,1,0,0,1,1,1,1,1,1,0,1,1,1,0,2,0,0,0,0,10,7,4
69,69,1,,1,1,158,1,0,0,8,1,0,1,1,1,1,1,1,1,0,1,0,1,2,10,0,0,0,0,26,13,4
70,70,1,,1,1,51,0,0,0,3,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,6,6,3
71,71,1,,0,1,92,0,0,0,5,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,11,9,3
72,72,1,,1,0,174,1,2,0,6,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,27,9,4
73,73,1,,1,1,79,1,0,0,7,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,15,9,3
74,74,1,,0,1,70,1,0,0,4,1,0,0,1,0,1,1,1,1,0,1,1,1,0,2,1,0,0,0,9,10,3
75,75,1,,1,1,113,1,0,0,6,1,0,1,1,1,1,1,1,1,1,1,1,1,0,2,1,0,0,0,18,10,4
76,76,1,,1,1,113,2,0,0,4,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,2,0,0,0,17,7,4
77,77,1,,1,1,82,1,0,0,7,1,0,1,1,1,0,1,0,0,0,0,1,0,0,3,1,0,0,0,12,9,3
78,78,1,,1,1,99,1,1,0,4,1,0,0,1,0,1,1,0,1,0,0,1,2,1,2,1,0,0,0,17,10,3
79,79,1,,1,1,136,1,1,0,9,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,23,10,3
80,80,1,,1,0,83,0,1,0,6,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,14,9,3
81,81,1,,1,0,62,1,0,0,4,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,10,7,4
82,82,1,,1,0,98,0,0,0,5,1,0,1,1,1,1,1,1,1,0,1,1,1,0,4,0,0,0,0,19,9,4
83,83,1,,1,1,77,1,0,0,6,1,0,1,1,1,1,1,1,1,0,1,1,1,0,3,1,1,0,0,14,7,3
84,84,1,,1,1,71,0,0,0,6,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,10,10,3
85,85,1,,1,0,136,1,1,0,5,1,0,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,0,0,21,8,4
86,86,1,,1,0,180,2,3,0,7,1,0,1,1,1,1,1,1,1,1,1,1,1,4,1,1,0,0,0,28,11,4
87,87,1,,1,0,123,0,0,0,7,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,0,0,0,0,17,14,4
88,88,1,,1,0,100,0,0,0,7,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,14,10,3
89,89,1,,1,0,88,1,1,0,4,1,0,1,1,1,1,0,1,1,1,1,0,1,1,2,0,0,0,0,16,7,4
90,90,1,,0,0,98,0,0,0,7,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,13,13,3
91,91,1,,1,0,89,0,1,0,4,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,13,8,3
92,92,1,,1,1,108,0,0,1,6,0,0,1,1,1,1,1,1,1,0,1,1,1,2,3,1,1,0,0,17,10,3
93,93,1,,1,1,91,1,0,0,6,1,0,1,1,1,1,1,1,1,0,1,1,1,0,3,1,1,0,0,14,8,3
94,94,1,,1,1,63,0,1,0,4,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,11,7,3
95,95,1,,1,0,102,0,1,0,6,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,14,8,3
96,96,1,,1,0,164,1,0,0,6,1,0,1,1,1,1,0,0,1,1,0,0,2,0,4,0,0,0,0,24,14,3
