col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26
61,1.0,0,15,4,3,0.0,,0.0,0.0,,-1.0,0.0,0.0,1.0,,1.0,0.0,-1.0,1.0,-1.0,0.0,1.0,0.0,,,
64,0.0,0,19,9,2,1.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,1.0,1.0,1.0,0.0,0.0,1.0,,
73,1.0,0,19,14,5,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,,
76,,0,5,4,0,1.0,,1.0,,1.0,,,,,,,,,,0.0,1.0,,,,,
79,0.0,0,19,11,4,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,1.0,-1.0,0.0,,
82,0.0,0,10,5,5,1.0,,-1.0,1.0,1.0,-1.0,,-1.0,,1.0,-1.0,-1.0,,,,1.0,,,,,
85,0.0,0,17,7,2,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,-1.0,1.0,1.0,0.0,,0.0,0.0,,
96,,0,4,4,0,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,
97,0.0,0,8,6,0,1.0,,,0.0,,,,,0.0,,1.0,1.0,1.0,1.0,,,,,1.0,,
99,0.0,0,10,3,3,0.0,,0.0,1.0,,-1.0,,-1.0,,,0.0,1.0,-1.0,1.0,,,,0.0,,,
100,0.0,0,19,8,2,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,,
102,0.0,0,19,12,4,1.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
104,0.0,0,12,0,0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,
106,0.0,2,21,10,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
111,0.0,0,19,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
112,,0,2,0,0,0.0,,0.0,,,,,,,,,,,,,,,,,,
115,0.0,0,19,4,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,,
118,1.0,0,9,1,6,0.0,,,,,-1.0,-1.0,-1.0,1.0,-1.0,,0.0,,,,-1.0,,,-1.0,,
2,,1,1,1,0,,1.0,,,,,,,,,,,,,,,,,,,
10,,0,6,3,2,,1.0,,1.0,,-1.0,,-1.0,0.0,1.0,,,,,,,,,,,
34,,0,5,2,0,,1.0,1.0,,,0.0,0.0,,,,,,0.0,,,,,,,,
42,1.0,0,10,4,2,,1.0,1.0,0.0,1.0,0.0,0.0,,,-1.0,0.0,,,,-1.0,1.0,,,,,
44,1.0,0,9,5,4,,1.0,,,,-1.0,,-1.0,1.0,,1.0,-1.0,-1.0,1.0,1.0,,,,,,
47,0.0,1,8,5,1,,-1.0,0.0,1.0,,,,0.0,1.0,1.0,,,1.0,,,,,,1.0,,
54,0.0,0,13,6,0,,0.0,1.0,0.0,0.0,0.0,,,0.0,1.0,,1.0,0.0,0.0,1.0,1.0,,,1.0,,
78,0.0,0,15,6,1,,0.0,,0.0,0.0,1.0,0.0,0.0,,1.0,0.0,1.0,-1.0,1.0,,1.0,0.0,1.0,0.0,,
88,0.0,0,14,12,1,,-1.0,1.0,1.0,1.0,,0.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
92,1.0,0,15,4,2,,1.0,0.0,1.0,,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,-1.0,,0.0,,,
110,0.0,0,15,8,2,,1.0,-1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,,1.0,,1.0,1.0,1.0,0.0,,
113,,0,4,1,0,,0.0,,,,,,,,,,,,1.0,0.0,,0.0,,,,
3,,1,1,1,0,,,1.0,,,,,,,,,,,,,,,,,,
13,,0,2,0,0,,,0.0,,,,,0.0,,,,,,,,,,,,,
45,,0,3,1,2,,,1.0,,,,-1.0,-1.0,,,,,,,,,,,,,
51,,0,3,0,0,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,
53,,0,2,0,0,,,0.0,,,,,0.0,,,,,,,,,,,,,
63,0.0,0,12,6,0,,,1.0,,1.0,,,0.0,1.0,0.0,0.0,,,1.0,0.0,1.0,1.0,0.0,0.0,,
83,,0,3,0,0,,,0.0,,,,0.0,,,,,,,,,,0.0,,,,
84,,0,5,2,2,,,-1.0,,,,,,,1.0,,1.0,,,0.0,-1.0,,,,,
93,0.0,0,7,5,1,,,1.0,1.0,1.0,,-1.0,1.0,,0.0,,,,,,1.0,,,,,
94,,0,1,1,0,,,1.0,,,,,,,,,,,,,,,,,,
95,0.0,0,9,7,0,,,1.0,,1.0,,,,1.0,0.0,,0.0,1.0,,,1.0,,1.0,1.0,,
103,,0,2,0,0,,,0.0,,,,,,,,,,,,,,,,0.0,,
4,,1,1,1,0,,,,1.0,,,,,,,,,,,,,,,,,
19,,0,2,0,0,,,,0.0,,,,0.0,,,,,,,,,,,,,
72,,0,1,0,0,,,,0.0,,,,,,,,,,,,,,,,,
114,,0,5,0,0,,,,0.0,,0.0,,,,0.0,,,0.0,,,0.0,,,,,
5,,1,1,1,0,,,,,1.0,,,,,,,,,,,,,,,,
12,,0,1,1,0,,,,,1.0,,,,,,,,,,,,,,,,
15,,0,1,1,0,,,,,1.0,,,,,,,,,,,,,,,,
46,,2,4,4,0,,,,,1.0,,,,,,,1.0,,,,,1.0,1.0,,,
65,,0,2,2,0,,,,,1.0,,,,,,,,1.0,,,,,,,,
86,,0,4,1,1,,,,,1.0,,,-1.0,,,,,,0.0,0.0,,,,,,
17,,0,1,1,0,,,,,,1.0,,,,,,,,,,,,,,,
28,,0,1,1,0,,,,,,1.0,,,,,,,,,,,,,,,
77,,0,5,2,0,,,,,,0.0,,0.0,,1.0,,,,0.0,1.0,,,,,,
22,,0,1,0,0,,,,,,,0.0,,,,,,,,,,,,,,
31,,0,1,0,0,,,,,,,0.0,,,,,,,,,,,,,,
39,,0,1,1,0,,,,,,,1.0,,,,,,,,,,,,,,
70,,0,2,1,0,,,,,,,0.0,,,,,1.0,,,,,,,,,
80,,0,3,2,0,,,,,,,0.0,,,,1.0,,,,,,1.0,,,,
50,,0,3,1,2,,,,,,,,-1.0,1.0,,,,,,,,,,-1.0,,
68,,0,1,1,0,,,,,,,,1.0,,,,,,,,,,,,,
81,,0,1,1,0,,,,,,,,1.0,,,,,,,,,,,,,
87,,0,2,2,0,,,,,,,,1.0,,,,,1.0,,,,,,,,
89,,0,3,3,0,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,
66,,0,2,1,1,,,,,,,,,-1.0,,,,,,,,,,1.0,,
75,,0,2,1,1,,,,,,,,,1.0,,,,,,,,,,-1.0,,
107,,0,2,2,0,,,,,,,,,1.0,,,1.0,,,,,,,,,
108,,0,1,1,0,,,,,,,,,1.0,,,,,,,,,,,,
33,,1,3,2,1,,,,,,,,,,1.0,,,,-1.0,1.0,,,,,,
18,,1,1,1,0,,,,,,,,,,,1.0,,,,,,,,,,
59,,0,4,3,0,,,,,,,,,,,1.0,,,,0.0,1.0,,,1.0,,
67,,0,1,1,0,,,,,,,,,,,1.0,,,,,,,,,,
91,,0,1,1,0,,,,,,,,,,,1.0,,,,,,,,,,
116,,0,1,1,0,,,,,,,,,,,1.0,,,,,,,,,,
24,,0,1,1,0,,,,,,,,,,,,1.0,,,,,,,,,
25,,0,1,0,1,,,,,,,,,,,,-1.0,,,,,,,,,
60,,0,1,0,0,,,,,,,,,,,,0.0,,,,,,,,,
90,,0,1,1,0,,,,,,,,,,,,1.0,,,,,,,,,
98,,0,1,1,0,,,,,,,,,,,,,1.0,,,,,,,,
69,,0,1,0,0,,,,,,,,,,,,,,0.0,,,,,,,
117,,0,1,1,0,,,,,,,,,,,,,,1.0,,,,,,,
57,,0,1,1,0,,,,,,,,,,,,,,,1.0,,,,,,
71,,0,1,0,0,,,,,,,,,,,,,,,0.0,,,,,,
37,,1,1,1,0,,,,,,,,,,,,,,,,1.0,,,,,
74,,0,1,1,0,,,,,,,,,,,,,,,,1.0,,,,,
101,,0,2,1,1,,,,,,,,,,,,,,,,1.0,,,-1.0,,
105,,0,1,0,0,,,,,,,,,,,,,,,,0.0,,,,,
109,,0,1,1,0,,,,,,,,,,,,,,,,1.0,,,,,
