col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30
18,861413,Shooting star review,,Shooting star,"vol. 5, no.1",,"Pittsburgh, PA",Sandra Gould Ford,,,,,continuing,Quarterly,eng,text,print,,periodical,,,,,,,,0892-1407,sn 87000149,,
19,861413,Shooting star review,,Shooting star,"vol. 4, no. 4",,"Pittsburgh, PA",Sandra Gould Ford,,,,,continuing,Quarterly,eng,text,print,,periodical,,,,,,,,0892-1407,sn 87000149,,
20,861413,Shooting star review,,Shooting star,"vol. 1, no.4",,"Pittsburgh, PA",Sandra Gould Ford,,,,,continuing,Quarterly,eng,text,print,,periodical,,,,,,,,0892-1407,sn 87000149,,
21,861413,Shooting star review,,Shooting star,"vol. 3, no. 1",,"Pittsburgh, PA",Sandra Gould Ford,,,,,continuing,Quarterly,eng,text,print,,periodical,,,,,,,,0892-1407,sn 87000149,,
22,861413,Shooting star review,,Shooting star,"vol. 3, no. 3",,"Pittsburgh, PA",Sandra Gould Ford,,,,,continuing,Quarterly,eng,text,print,,periodical,,,,,,,,0892-1407,sn 87000149,,
23,861413,Shooting star review,,Shooting star,"vol. 1, no. 1",,"Pittsburgh, PA",Sandra Gould Ford,,,,,continuing,Quarterly,eng,text,print,,periodical,,,,,,,,0892-1407,sn 87000149,,
24,861413,Shooting star review,,Shooting star,"vol. 1, no. 2",,"Pittsburgh, PA",Sandra Gould Ford,,,,,continuing,Quarterly,eng,text,print,,periodical,,,,,,,,0892-1407,sn 87000149,,
25,861413,Shooting star review,,Shooting star,"vol. 2, no.4",,"Pittsburgh, PA",Sandra Gould Ford,,,,,continuing,Quarterly,eng,text,print,,periodical,,,,,,,,0892-1407,sn 87000149,,
26,861413,Shooting star review,,Shooting star,"vol. 2, no.3",,"Pittsburgh, PA",Sandra Gould Ford,,,,,continuing,Quarterly,eng,text,print,,periodical,,,,,,,,0892-1407,sn 87000149,,
27,861413,Shooting star review,,Shooting star,"vol. 2, no.1",,"Pittsburgh, PA",Sandra Gould Ford,,,,,continuing,Quarterly,eng,text,print,,periodical,,,,,,,,0892-1407,sn 87000149,,
28,861413,Shooting star review,,Shooting star,"vol. 2, no. 2",,"Pittsburgh, PA",Sandra Gould Ford,,,,,continuing,Quarterly,eng,text,print,,periodical,,,,,,,,0892-1407,sn 87000149,,
29,861413,Shooting star review,,Shooting star,"vol. 1, no. 3",,"Pittsburgh, PA",Sandra Gould Ford,,,,,continuing,Quarterly,eng,text,print,,periodical,,,,,,,,0892-1407,sn 87000149,,
30,861413,Shooting star review,,Shooting star,"vol. 8, no.4",,"Pittsburgh, PA",Sandra Gould Ford,,,,,continuing,Quarterly,eng,text,print,,periodical,,,,,,,,0892-1407,sn 87000149,,
