col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20
16,16,5957792462,30,65,68,2019/4/6 5:47,2019/4/6 5:47,无,82,84461,46,30699,40,64961,无,318081000000.0,2004/6/5 16:58,2010/7/22 12:15,2010/7/22 12:15,
17,17,2916739208,34,20,90,2018/11/5 22:28,2018/11/5 22:28,无,12,34479,70,52612,21,77099,无,279850000000.0,2012/7/29 8:59,2002/2/28 8:33,2002/2/28 8:33,
18,18,6411006882,5,79,62,2014/9/22 7:50,2014/9/22 7:50,无,41,28748,78,87170,55,72673,无,764236000000.0,2017/12/10 23:21,2000/4/28 3:34,2000/4/28 3:34,
19,19,4374349726,2,16,52,2017/1/26 19:34,2017/1/26 19:34,无,93,79980,4,93833,35,27976,无,936480000000.0,2001/6/11 3:20,2014/4/22 20:52,2014/4/22 20:52,
20,20,2548505637,31,128,17,2004/4/26 22:10,2004/4/26 22:10,无,63,34289,57,54399,92,67359,无,323413000000.0,2014/10/31 18:26,2009/5/4 18:36,2009/5/4 18:36,
21,21,4350095822,22,82,83,2001/9/22 8:19,2001/9/22 8:19,无,36,54672,47,54874,31,61838,无,411833000000.0,2005/3/30 4:48,2008/2/7 1:46,2008/2/7 1:46,
22,22,9450734166,71,38,27,2015/12/25 11:46,2015/12/25 11:46,无,78,78061,74,25670,79,31231,无,419804000000.0,2007/2/20 19:24,2012/10/15 17:46,2012/10/15 17:46,
23,23,7915008778,58,99,47,2009/2/12 14:12,2009/2/12 14:12,无,67,57540,13,65066,56,48610,无,639458000000.0,2000/2/13 21:43,2009/9/22 17:51,2009/9/22 17:51,
24,24,6195428896,64,29,74,2015/2/14 9:30,2015/2/14 9:30,无,96,32847,80,96400,91,54696,无,430334000000.0,2005/12/5 23:01,2009/11/18 20:17,2009/11/18 20:17,
25,25,4468869403,41,16,78,2000/5/11 17:42,2000/5/11 17:42,无,33,51765,41,84609,69,70102,无,508535000000.0,2013/7/29 2:55,2012/3/31 21:53,2012/3/31 21:53,
26,26,7494768635,18,58,93,2017/9/25 15:20,2017/9/25 15:20,无,49,76148,6,92630,58,72084,无,569428000000.0,2019/7/6 15:05,2007/1/26 12:54,2007/1/26 12:54,
27,27,3501248679,15,6,55,2016/6/22 0:45,2016/6/22 0:45,无,82,62453,98,53944,2,81536,无,296216000000.0,2003/2/10 17:10,2002/4/22 16:03,2002/4/22 16:03,
28,28,5929587947,47,105,86,2018/6/16 21:06,2018/6/16 21:06,无,64,59985,92,53974,70,48045,无,547190000000.0,2006/3/12 6:38,2007/2/10 4:18,2007/2/10 4:18,
29,29,8829248379,38,15,30,2011/4/4 13:32,2011/4/4 13:32,无,2,46888,27,75576,87,24833,无,839952000000.0,2018/7/17 10:12,2015/7/17 6:47,2015/7/17 6:47,
30,30,2786398209,38,20,16,2001/10/16 13:46,2001/10/16 13:46,无,40,52971,13,94009,14,34958,无,530613000000.0,2004/11/11 15:00,2008/10/10 7:24,2008/10/10 7:24,
31,31,6108115295,20,26,48,2019/11/7 17:51,2019/11/7 17:51,无,21,87501,90,94637,8,63991,无,224918000000.0,2009/6/22 8:07,2017/3/13 9:15,2017/3/13 9:15,
32,32,2607222811,44,98,43,2013/8/29 13:24,2013/8/29 13:24,无,55,92993,39,30017,92,72876,无,433043000000.0,2006/3/13 23:04,2007/12/28 12:37,2007/12/28 12:37,
33,33,8782802193,5,55,65,2001/10/9 19:52,2001/10/9 19:52,无,35,56796,47,81670,11,47708,无,487941000000.0,2014/8/27 2:20,2002/8/19 3:52,2002/8/19 3:52,
34,34,3070922321,30,35,10,2002/5/19 2:01,2002/5/19 2:01,无,92,28551,24,48212,2,73712,无,523134000000.0,2020/1/15 6:42,2011/7/3 2:57,2011/7/3 2:57,
35,35,8544495837,72,57,89,2017/9/23 21:25,2017/9/23 21:25,无,31,64961,82,34945,3,81728,无,254466000000.0,2001/8/2 11:44,2019/8/10 11:27,2019/8/10 11:27,
36,36,3853547689,76,5,73,2005/12/30 23:03,2005/12/30 23:03,无,79,77099,36,64591,88,90139,无,249353000000.0,2001/4/8 0:53,2006/1/29 13:12,2006/1/29 13:12,
37,37,5819235387,61,14,32,2013/5/10 8:38,2013/5/10 8:38,无,56,72673,62,41400,55,71560,无,491340000000.0,2017/9/19 19:59,2017/10/25 20:56,2017/10/25 20:56,
38,38,6098568431,58,110,53,2004/5/29 11:51,2004/5/29 11:51,无,91,27976,11,44972,10,79590,无,608453000000.0,2016/4/29 7:42,2008/5/29 6:24,2008/5/29 6:24,
39,39,7719562483,14,121,71,2010/11/19 22:55,2010/11/19 22:55,无,69,67359,18,95442,49,39272,无,422386000000.0,2010/12/21 16:35,2001/12/11 13:58,2001/12/11 13:58,
40,40,4487426926,12,118,97,2005/3/29 2:27,2005/3/29 2:27,无,58,61838,73,67615,32,93063,无,206950000000.0,2007/7/4 21:13,2003/6/11 15:01,2003/6/11 15:01,
41,41,9475019878,19,124,37,2001/10/4 7:19,2001/10/4 7:19,无,2,31231,7,26581,59,61030,无,375757000000.0,2009/7/11 21:08,2005/8/31 19:51,2005/8/31 19:51,
42,42,6019454595,53,4,42,2017/7/28 7:53,2017/7/28 7:53,无,70,48610,5,97883,34,26805,无,636268000000.0,2004/6/29 17:39,2008/7/12 4:42,2008/7/12 4:42,
43,43,3489225435,36,14,55,2007/4/10 2:49,2007/4/10 2:49,无,87,54696,31,83625,56,52955,无,704376000000.0,2002/4/10 22:06,2004/8/29 9:46,2004/8/29 9:46,
44,44,8681972381,79,125,66,2017/9/8 18:20,2017/9/8 18:20,无,14,70102,37,84791,61,40314,无,654794000000.0,2001/8/31 4:25,2014/9/24 8:43,2014/9/24 8:43,
45,45,7385812433,29,6,23,2001/4/23 13:05,2001/4/23 13:05,无,8,72084,57,35161,42,53702,无,967882000000.0,2002/1/30 17:02,2005/1/7 14:30,2005/1/7 14:30,
46,46,4982295017,34,51,18,2006/1/6 23:56,2006/1/6 23:56,无,92,81536,87,51636,59,22332,无,780582000000.0,2015/5/23 22:59,2005/3/14 6:35,2005/3/14 6:35,
47,47,8414496676,50,101,10,2000/12/23 20:33,2000/12/23 20:33,无,11,48045,68,44768,55,30699,无,470001000000.0,2008/12/6 2:37,2009/4/25 4:30,2009/4/25 4:30,
48,48,8044898124,33,99,22,2016/3/18 9:10,2016/3/18 9:10,无,2,24833,30,60833,32,52612,无,918540000000.0,2014/12/15 6:59,2010/12/20 18:01,2010/12/20 18:01,
49,49,9680100328,54,89,4,2019/5/22 4:04,2019/5/22 4:04,无,3,34958,54,32112,39,87170,无,790779000000.0,2009/12/27 4:27,2009/8/12 6:35,2009/8/12 6:35,
50,50,3648557700,46,76,62,2000/9/6 2:10,2000/9/6 2:10,无,88,63991,41,50280,28,93833,无,305497000000.0,2007/3/5 7:39,2015/9/4 16:54,2015/9/4 16:54,
