col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37
MT-06009/2020,BARRA DO GARÇAS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM-01820/2020,MANAUS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RJ-04456/2020,RIO DE JANEIRO,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-05843/2020,SANTOS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-01047/2020,SÃO VICENTE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM-01118/2020,ITAMARATI,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM-00275/2020,JUTAÍ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM-00425/2020,MANAUS,https://amazonasatual.com.br/amazonino-e-david-lideram-alberto-neto-e-jose-ricardo-disputam-3o-lugar/,1,P,1.0,,,AMAZONINO MENDES,"32,5",DAVID ALMEIDA,15,ALBERTO NETO,"7,5",ZÉ RICARDO,"6,4",ALFREDO NASCIMENTO,5,CORONEL MENEZES,"3,7",RICARDO NICOLAU,"1,9",CHICO PRETO,"1,5",,,,,,,,,,,,,,
SP-07777/2020,LEME,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-03554/2020,POÇOS DE CALDAS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-02434/2020,VARGINHA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-05201/2020,JUIZ DE FORA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES-07432/2020,ARACRUZ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS-01713/2020,PORTO ALEGRE,https://www.diariocidade.com/noticias/pesquisa-eleitoral/pesquisa-eleitoral-porto-alegre-setembro-2020/,1,P,1.0,,,MANUELA D'ÁVILA,21,JOSÉ FORTUNATI,11,NELSON MARCHEZAN,10,SEBASTIAO MELO,10,JULIANA BRIZOLA,4,FERNANDA MELCHIONNA,3,VALTER NAGELSTEIN,3,GUSTAVO PAIM,2,JOAO DERLY,1.0,JULIO FLORES,1.0,MONTSERRAT MARTINS,1.0,,,,,,,,
GO-00600/2020,GOIÂNIA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-02834/2020,BENEVIDES,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-01077/2020,SANTANA DO PARAÍSO,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-05859/2020,TERESINA,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA-04146/2020,MATÕES,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN-08026/2020,BOA SAÚDE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT-00974/2020,NOVA MONTE VERDE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PR-05395/2020,CASCAVEL,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO-09421/2020,CAIAPÔNIA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO-04901/2020,MONTIVIDIU,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO-07607/2020,PALESTINA DE GOIÁS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO-05054/2020,JAUPACI,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP-09589/2020,SÃO VICENTE,https://folhasantista.com.br/noticias/politica/equilibrio-entre-tres-candidatos-marca-eleicao-a-prefeito-de-sao-vicente-segundo-pesquisa-ipat/,1,P,,,,SOLANGE FREITAS,"20,2",PEDRO GOUVEA,"17,1",KAYO AMADO,"15,1",LUIZ CARLOS GIANELLI,"1,4",ANALIA MARIA DA SILVA,"1,1",,,,,,,,,,,,,,,,,,,,
PA-01587/2020,BAGRE,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL-03198/2020,PORTO DE PEDRAS,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL-01350/2020,LIMOEIRO DE ANADIA,https://www.cadaminuto.com.br/noticia/2020/09/23/em-limoeiro-de-anadia-marlan-ferreira-lidera-pesquisa-com-48-do-eleitorado,1,P,1.0,,,MARLAN FERREIRA,48,MARCELO RODRIGUES,16,SIDNEI VILELA,16,,,,,,,,,,,,,,,,,,,,,,,,
AL-01350/2020,LIMOEIRO DE ANADIA,https://www.cadaminuto.com.br/noticia/2020/09/23/em-limoeiro-de-anadia-marlan-ferreira-lidera-pesquisa-com-48-do-eleitorado,1,P,0.0,,,MARLAN FERREIRA,"37,9",MARCELO RODRIGUES,"14,1",SIDNEI VILELA,"11,7",,,,,,,,,,,,,,,,,,,,,,,,
AL-09786/2020,PARIPUEIRA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-01951/2020,APARECIDA DO TABOADO,https://diariomsnews.com.br/noticias/pesquisa/pesquisa-sobre-as-eleicoes-2020-em-aparecida-do-taboado-38753,0,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-01951/2020,APARECIDA DO TABOADO,https://diariomsnews.com.br/noticias/pesquisa/pesquisa-sobre-as-eleicoes-2020-em-aparecida-do-taboado-38753,1,P,1.0,,,DJALMA FURQUIM,"19,25",DR ZE LIMA,17,VIEIRA,"10,5",JOSE NATAN,7,RODRIGO CHAPÉU,"6,5",SIRLEI MELO,"5,75",,,,,,,,,,,,,,,,,,
MS-01951/2020,APARECIDA DO TABOADO,https://diariomsnews.com.br/noticias/pesquisa/pesquisa-sobre-as-eleicoes-2020-em-aparecida-do-taboado-38753,1,P,0.0,,,DJALMA FURQUIM,"12,25",DR ZE LIMA,10,VIEIRA,6,JOSE NATAN,4,RODRIGO CHAPÉU,"3,5",SIRLEI MELO,"3,25",,,,,,,,,,,,,,,,,,
PE-09429/2020,SÃO JOSÉ DO EGITO,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS-07264/2020,GRAMADO,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS-06634/2020,PELOTAS,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC-09401/2020,CRUZEIRO DO SUL,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG-02161/2020,BELO HORIZONTE,https://www.gazetadopovo.com.br/eleicoes/2020/pesquisa-eleitoral/prefeito-belo-horizonte-mg-real-time-big-data-setembro-2020/,1,P,1.0,,,ALEXANDRE KALIL,55,JOAO VITOR XAVIER,7,AUREA CAROLINA,4,BRUNO ENGLER,4,RODRIGO PAIVA,3,NILMARIO MIRANDA,2,LAFAYETTE ANDRADA,1,LUISA BARRETO,1,,,,,,,,,,,,,,
PI-00434/2020,PICOS,https://cidadesnanet.com/news/municipios/picos/instituto-idealize-gil-aponta-com-495-das-intencoes-de-voto-em-nova-pesquisa-eleitoral-para-picos/,1,P,1.0,,,GIL PARAIBANO,"49,5",ARAUJINHO,"20,25",CORONEL VIANA,"7,5",,,,,,,,,,,,,,,,,,,,,,,,
PI-03762/2020,BARREIRAS DO PIAUÍ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-02303/2020,ELESBÃO VELOSO,https://www.oitomeia.com.br/colunas/eleicoes2020/2020/09/23/candidato-apoiado-pelo-prefeito-ronaldo-barbosa-tem-675-das-intencoes-de-votos-validos-em-elesbao-veloso/,1,P,1.0,,,RAFAEL BARBOSA,50,DR CLERISTON MOURA,"24,33",,,,,,,,,,,,,,,,,,,,,,,,,,
PI-05172/2020,BOM JESUS,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
