col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31
39,0,0,0,-0.173656321,12.7,0.543307087,2.0,1,8.7,,,,0.1145378,0.8904,0.21144,0.7857142857142857,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
40,0,0,0,0.022723036,17.9,,,0,,,,,-0.1252095,1.1335,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
41,0,0,0,-0.061326436,16.2,0.543209877,0.0,1,11.1,,,,-0.0343059,1.06,0.06457,0.9333333333333332,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
42,0,0,0,,14.2,,,0,,,,,-0.035239,1.06,0.06259,0.9333333333333332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
43,0,0,0,0.030309309,15.0,0.46,1.0,1,11.4,,,,0.1379366,0.8577,0.22687,0.7692307692307693,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,1.0,1.0,0.0,1.0,1.0
44,0,0,0,0.005131715,15.1,,,0,,,,,0.1180891,0.8928,0.21296,0.7857142857142857,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0
45,1,1,1,-0.000863968,15.3,0.607843137,,1,1.1,,,,0.0456725,0.9714,0.14188,0.8571428571428571,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
46,0,0,0,0.072619369,16.3,0.435582822,0.0,1,12.3,,,,-0.0408823,1.0523,0.07491,0.9285714285714286,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
47,0,0,0,-0.004117635,15.5,0.529032258,0.0,1,11.3,,,,0.0528516,0.9606,0.14225,0.8571428571428571,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
48,0,0,0,0.008237871,16.3,0.429447853,0.0,1,13.0,71.4,5.492307692,1.0,-0.0289278,1.0523,0.07003,0.9285714285714286,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
49,0,0,0,,17.0,0.470588235,0.0,1,13.4,,,,0.0264396,0.9704,0.14342,0.8571428571428571,1.0,1.0,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
50,0,0,0,0.025469259,15.9,,,0,,,,,0.1371401,0.8978,0.2108,0.7857142857142857,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
51,0,0,0,0.233237083,15.1,,,0,,,,,0.2083848,0.8205,0.29759,0.7,1.0,,1.0,1.0,1.0,0.0,,1.0,,1.0,1.0,0.0,,0.0,
52,0,0,0,0.043434984,14.9,0.489932886,3.0,1,9.6,,,,0.1184575,0.9086,0.19721,0.8,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
53,0,0,0,0.002410207,15.4,,,0,,,,,-0.0499324,1.0493,0.06707,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
55,0,0,0,0.070046253,16.5,0.563636364,3.0,1,1.5,,,,-0.0177197,1.0193,0.0836,0.9166666666666666,,0.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
56,0,0,0,-0.039613297,12.8,0.515625,3.0,1,7.4,,,,-0.0434402,1.06,0.06457,0.9333333333333332,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
57,0,0,0,0.06974859,16.0,,,0,,,,,-0.0306472,1.06,0.06674,0.9333333333333332,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
58,0,0,0,0.067265888,16.2,,,0,,,,,0.1213062,0.8805,0.21789,0.7857142857142857,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
59,0,0,0,-0.048651134,13.4,0.47761194,1.0,1,7.5,,,,-0.0203499,1.06,0.06535,0.9333333333333332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
60,0,0,0,0.051537272,14.5,0.496551724,0.0,1,9.6,,,,0.329247,0.6815,0.39483,0.6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
61,0,0,0,0.053422964,14.7,0.530612245,2.0,1,8.8,,,,0.2934636,0.7329,0.35976,0.6363636363636364,1.0,1.0,0.0,0.0,,,,1.0,1.0,1.0,,0.0,0.0,1.0,1.0
62,0,0,0,0.013466819,14.8,,,0,,,,,-0.0399973,1.06,0.06674,0.9333333333333332,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
63,0,0,0,,16.0,0.475,1.0,1,12.2,41.7,3.418032787,1.0,-0.1092745,1.13,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
64,0,0,0,0.045110007,16.5,,,0,,,,,0.1104041,0.8928,0.21095,0.7857142857142857,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0
65,1,1,0,0.017901705,13.1,0.458015267,0.0,1,10.1,,,,-0.0970447,1.1358,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
66,0,0,0,0.023591231,15.5,0.561290323,1.0,1,8.3,,,,0.0352528,0.9843,0.1321,0.8666666666666667,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
67,0,0,0,0.052481386,16.9,0.526627219,1.0,1,12.3,70.1,5.699186992,1.0,-0.0008022,1.0324,0.08777,0.9090909090909092,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0
68,0,0,0,0.013041252,14.3,0.433566434,3.0,1,8.9,,,,0.1171947,0.9086,0.20014,0.8,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
69,0,0,0,0.042380835,12.3,0.504065041,1.0,1,8.5,,,,-0.1135105,1.1358,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
70,0,0,0,-0.018000702,15.3,,,0,,,,,-0.0385321,1.06,0.0655,0.9333333333333332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
71,0,0,0,0.025557111,15.1,0.417218543,2.0,1,11.2,2.5,0.223214286,1.0,0.0932177,0.9146,0.17907,0.8181818181818182,,,,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,1.0
72,0,0,0,0.053195226,15.2,0.486842105,0.0,1,9.8,,,,-0.0789808,1.1211,0.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
73,0,0,0,0.017280854,14.6,0.534246575,2.0,1,8.7,,,,-0.1076856,1.1385,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
74,0,0,0,0.039006866,15.7,0.452229299,1.0,1,12.3,,,,-0.0960249,1.1343,0.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0
75,0,0,0,0.035306285,15.4,0.454545455,0.0,1,11.5,,,,-0.0145885,1.0335,0.08097,0.9166666666666666,0.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
