col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22
MG,SE,Sean Green,Sean Green,11,31.0,Q39109,minas.gerais,1889,,State,America/Sao_Paulo,-3.0,-2.0,92950,586521.0,BA DF ES GO MS RJ SP,7h8pp2juc,22S 23S 24S,6ggtw7j3k 7j7xj0cjs,-22.9227552606775 -14.2331806654503,-51.046081811 -39.8568288909999,
MS,CO,Kimberly Smith,Kimberly Smith,12,50.0,Q43319,mato.grosso.sul,1977,,State,America/Campo_Grande,-4.0,-3.0,29397,357145.0,GO MG MT PR SP,6u2urgw8u,21S 22S,6ewxh66yr 6ugy34znf,-24.0685836277032 -17.1663485555327,-58.168511688 -50.9229090799999,
MT,CO,Jennifer Summers,Jennifer Summers,13,51.0,Q42824,mato.grosso,1889,,State,America/Cuiaba,-4.0,-3.0,49267,903199.0,AM GO MS PA RO TO,6v8nrdwnb,20S 21S 22S,6su1m7xun 6ysq1n5kv,-18.0415982405563 -7.34902838123962,-61.633382982 -50.2248063819999,
PA,N,April Snyder,April Snyder,14,15.0,Q39517,para,1889,,State,America/Belem,-3.0,-3.0,22846,1247956.0,AM AP MA MT RR TO,6z632krvt,21N 22N 21S 22S 23S,6wq058rx1 dbrnxzemy,-9.84115347731817 2.59102704608526,-58.898328399 -46.060946793,
PB,NE,Dana Nguyen,Dana Nguyen,15,25.0,Q38088,paraiba,1889,,State,America/Fortaleza,-3.0,-3.0,44087,56468.0,CE PE RN,7ntz3zeky,24S 25S,7ns2vb7xz 7nzm8r08e,-8.30295505127 -6.02591190619729,-38.7656034319999 -34.7928849739999,
PE,NE,Cheryl Bradley,Cheryl Bradley,16,26.0,Q40942,pernambuco,1889,,State,America/Recife,-2.0,-2.0,56354,98076.0,AL BA CE PB PI,7nsbxk7jd,24S 25S,7n6d4cey0 7r2fnzj8h,-9.48289744330698 -3.82871869112592,-41.3583361839999 -32.3909143449999,
PI,NE,Walter Pratt,Walter Pratt,17,22.0,Q42722,piaui,1889,,State,America/Fortaleza,-3.0,-3.0,08652,251612.0,BA CE MA PE TO,7n9mypphw,23S 24S,6yp3c67zr 7pe23m746,-10.9287563493517 -2.73930892009017,-45.994294838 -40.370509762,
PR,S,Bobby Flores,Bobby Flores,18,41.0,Q15499,parana,1889,,State,America/Sao_Paulo,-3.0,-2.0,13687,199308.0,MS SC SP,6ge7c7jvk,21S 22S,6g30j073m 6gvzgjn34,-26.7171220077584 -22.5162951646681,-54.6193046382566 -48.0235374349999,
RJ,SE,Tasha Rodriguez,Tasha Rodriguez,19,33.0,Q8678,rio.janeiro,1889,,State,America/Sao_Paulo,-3.0,-2.0,19684,43782.0,ES MG SP,7h19tpmdw,23S 24S,75b549bd5 7h6cgunvt,-23.3689319626877 -20.7632054616261,-44.889320551 -40.958518518,
RN,NE,Michelle Kelley,Michelle Kelley,20,24.0,Q43255,rio.grande.norte,1889,,State,America/Fortaleza,-3.0,-3.0,91946,52811.0,CE PB,7nvyv2zjq,24S 25S,7nu860c6e 7pphs22wn,-6.98273481222803 -4.83155550815856,-38.582098522 -34.96853802,
RO,N,Kimberly Maynard,Kimberly Maynard,21,11.0,Q43235,rondonia,1981,,State,America/Porto_Velho,-4.0,-4.0,29176,237765.0,AM MT,6w53cvrcg,19S 20S 21S,6t86penk2 6wt6xu19h,-13.6937001234344 -7.97586829725958,-66.8102531119999 -59.7743528516697,
RR,N,Laurie Wallace,Laurie Wallace,22,14.0,Q42508,roraima,1947,,State,America/Boa_Vista,-4.0,-4.0,06429,224301.0,AM PA,d8k7fg6mm,20N 21N 20S,6x9zhb78n d8yjgzxys,-1.58063310605206 5.27184107717292,-64.825253704 -58.886884395,changed level in 1988
RS,S,Janice Johnston,Janice Johnston,23,43.0,Q40030,rio.grande.sul,1889,,State,America/Sao_Paulo,-3.0,-2.0,75718,268753.0,SC,6fdp48jrg,21S 22S,69zpbpu9p 6ghtvjzf5,-33.7511779942397 -27.0823020217654,-57.6497428239773 -49.691351788,
SC,S,Collin Lopez,Collin Lopez,24,42.0,Q41115,santa.catarina,1889,,State,America/Sao_Paulo,-3.0,-2.0,83627,95738.0,PR RS,6ghhgrv88,22S,6fc9nbhfr 6gmsk6ck3,-29.3550658888067 -25.9558418217432,-53.8371492609176 -48.3270908869999,
SE,NE,Mary Alvarez,Mary Alvarez,25,28.0,Q43783,sergipe,1889,,State,America/Maceio,-3.0,-3.0,70519,21918.0,AL BA,7nj7gcnhv,24S,7juy1tyz9 7nq1ggffc,-11.5686557363712 -9.51502990830803,-38.2450470224021 -36.393867821,
SP,SE,Peter Mcdowell,Peter Mcdowell,26,35.0,Q175,sao.paulo,1889,,State,America/Sao_Paulo,-3.0,-2.0,79428,248222.0,MG MS PR RJ,6uj374ssp,22S 23S,6gd0p2n3h 7h2x7p4xj,-25.3123209497299 -19.7796557956015,-53.110111532 -44.1613651636666,
TO,N,Sarah Villanueva,Sarah Villanueva,27,17.0,Q43695,tocantins,1988,,State,America/Araguaina,-3.0,-2.0,89707,277721.0,BA GO MA MT PA PI,6yjwk0pwp,22S 23S,6vegmk6bb 6zpd85hsn,-13.4677126634278 -5.16838051516951,-50.742063978 -45.696670745,
FN,NE,Kimberly Myers,Kimberly Myers,30,,Q41535907,fernando.noronha,1943,1946.0,Territory,,,,10199,,,,,,,,"extinct, merged into PE"
GB,,Desiree Cain,Desiree Cain,31,,Q1155409,guanabara,1960,1975.0,State,,,,04000,,,,,,,,"extinct, merged as city into RJ"
GU,,Stephanie Lawrence,Stephanie Lawrence,32,,Q10380855,guapore,1943,1946.0,Territory,,,,16812,,,,,,,,renamed to Rondônia (RO)
IG,,Lauren Hayes,Lauren Hayes,33,,Q2893222,iguacu,1943,1946.0,Territory,,,,83731,,,,,,,,"extinct, merged into PR"
PP,,Whitney Stark,Whitney Stark,34,,Q10380854,ponta.pora,1943,1946.0,Territory,,,,25210,,,,,,,,extinct (now rest a city in MS)
RB,N,Angela Salazar,Angela Salazar,35,,Q10380856,rio.branco,1943,1962.0,State,,,,79974,,,,,,,,renamed to Roraima (RR)
