col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25
31,32,31,6108115295,32,344,6108115295,1,1,31,901,672,672,672,672,672,25,297378,54038,1,2013/8/5 19:58,2013/8/5 19:58,2013/8/5 19:58,2013/8/5 19:58,2013/8/5 19:58,
32,34,32,2607222811,34,405,2607222811,2,2,32,783,651,651,651,651,651,41,805768,47940,1,2001/4/25 12:51,2001/4/25 12:51,2001/4/25 12:51,2001/4/25 12:51,2001/4/25 12:51,
33,37,33,8782802193,37,364,8782802193,3,3,33,321,439,439,439,439,439,37,529250,47978,1,2011/6/9 12:19,2011/6/9 12:19,2011/6/9 12:19,2011/6/9 12:19,2011/6/9 12:19,
34,39,34,3070922321,39,270,3070922321,4,4,34,981,901,901,901,901,901,1,264765,72812,1,2002/7/18 16:32,2002/7/18 16:32,2002/7/18 16:32,2002/7/18 16:32,2002/7/18 16:32,
35,40,35,8544495837,40,770,8544495837,5,5,35,672,56,56,56,56,56,54,793310,97598,1,2001/6/11 20:48,2001/6/11 20:48,2001/6/11 20:48,2001/6/11 20:48,2001/6/11 20:48,
36,27,36,3853547689,42,669,3853547689,6,6,36,651,435,435,435,435,435,1,797204,66982,1,2005/6/24 13:05,2005/6/24 13:05,2005/6/24 13:05,2005/6/24 13:05,2005/6/24 13:05,
37,29,37,5819235387,45,758,5819235387,7,7,37,439,651,651,651,651,651,1,412509,52782,1,2018/5/24 8:33,2018/5/24 8:33,2018/5/24 8:33,2018/5/24 8:33,2018/5/24 8:33,
38,32,38,6098568431,47,331,6098568431,8,8,38,901,32,32,32,32,32,1,595146,63528,1,2002/7/13 22:22,2002/7/13 22:22,2002/7/13 22:22,2002/7/13 22:22,2002/7/13 22:22,
39,34,39,7719562483,49,688,7719562483,9,9,39,783,1,1,1,1,1,79,624987,92092,1,2004/2/17 12:31,2004/2/17 12:31,2004/2/17 12:31,2004/2/17 12:31,2004/2/17 12:31,
40,37,40,4487426926,27,579,4487426926,10,10,40,321,199,199,199,435,199,71,938772,53761,1,2009/10/31 16:53,2009/10/31 16:53,2009/10/31 16:53,2009/10/31 16:53,2009/10/31 16:53,
41,39,41,9475019878,39,368,9475019878,1,1,41,981,651,651,651,651,651,63,972306,17421,1,2013/6/28 10:40,2013/6/28 10:40,2013/6/28 10:40,2013/6/28 10:40,2013/6/28 10:40,
42,40,42,6019454595,40,555,6019454595,2,2,42,672,32,435,32,32,32,62,707236,38659,1,2015/12/16 3:03,2015/12/16 3:03,2015/12/16 3:03,2015/12/16 3:03,2015/12/16 3:03,
43,27,43,3489225435,27,716,3489225435,3,3,43,651,1,651,1,1,1,1,776756,85331,1,2015/3/12 4:13,2015/3/12 4:13,2015/3/12 4:13,2015/3/12 4:13,2015/3/12 4:13,
44,29,44,8681972381,29,881,8681972381,4,4,44,439,199,32,199,199,32,1,210348,34097,1,2009/12/3 8:51,2009/12/3 8:51,2009/12/3 8:51,2009/12/3 8:51,2009/12/3 8:51,
45,32,45,7385812433,32,602,7385812433,5,5,45,901,435,1,1,651,1,1,397917,32997,1,2019/12/24 22:00,2019/12/24 22:00,2019/12/24 22:00,2019/12/24 22:00,2019/12/24 22:00,
46,34,46,4982295017,34,522,4982295017,6,6,46,783,651,199,32,1,199,43,281919,24936,1,2001/6/20 16:20,2001/6/20 16:20,2001/6/20 16:20,2001/6/20 16:20,2001/6/20 16:20,
47,37,47,8414496676,37,702,8414496676,7,7,47,321,32,651,1,981,1,1,823178,27152,1,2014/3/1 11:07,2014/3/1 11:07,2014/3/1 11:07,2014/3/1 11:07,2014/3/1 11:07,
48,39,48,8044898124,39,258,8044898124,8,8,48,981,1,672,199,672,1,7,857112,37413,1,2014/5/18 2:19,2014/5/18 2:19,2014/5/18 2:19,2014/5/18 2:19,2014/5/18 2:19,
49,40,49,9680100328,39,804,9680100328,9,9,49,672,199,651,1,651,651,23,372073,92689,1,2001/3/9 8:49,2001/3/9 8:49,2001/3/9 8:49,2001/3/9 8:49,2001/3/9 8:49,
50,8,50,3648557700,39,672,3648557700,10,10,50,651,651,43,1,43,43,11,889438,67378,1,2009/8/20 6:41,2009/8/20 6:41,2009/8/20 6:41,2009/8/20 6:41,2009/8/20 6:41,
