col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36
32,1.0,0,26,19,2,1.0,0.0,0.0,1.0,-1.0,-1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
36,2.0,0,31,27,3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
37,2.0,0,26,17,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,
38,1.0,0,21,18,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,0.0,,1.0,,,,,
40,1.0,0,26,25,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
41,2.0,0,26,20,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,,,
42,0.0,0,13,8,4,0.0,,,1.0,-1.0,,,,1.0,1.0,,,,,,1.0,-1.0,-1.0,,1.0,1.0,,1.0,-1.0,,1.0,,,,,
43,2.0,0,26,14,3,1.0,1.0,1.0,0.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,
49,2.0,0,26,22,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,,,
52,2.0,0,16,11,1,-1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,0.0,,,,,,,
53,2.0,0,22,10,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,,0.0,1.0,,,,,,,
54,2.0,0,26,14,5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,-1.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.0,-1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,1.0,,,,,
55,1.0,0,26,21,2,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
56,,0,3,2,0,0.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,
57,2.0,2,31,21,3,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.0
59,2.0,0,27,17,5,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,0.0,-1.0,1.0,1.0,1.0,0.0,1.0,1.0,-1.0,0.0,1.0,1.0,,,,
60,1.0,0,9,7,0,0.0,,,,0.0,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,1.0,1.0,,,,
64,2.0,0,27,20,7,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,,,,
65,0.0,0,9,4,1,0.0,0.0,,,-1.0,,,0.0,,1.0,,1.0,,,,,,,,,,,,,1.0,1.0,0.0,,,,
67,,0,28,23,5,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
72,,0,1,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,0,7,7,0,1.0,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,1.0,,,,,1.0,,1.0,,
77,,0,29,27,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
79,,0,21,17,2,0.0,1.0,,1.0,,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,0.0,,,1.0,1.0,1.0,,
81,,0,3,2,0,1.0,,,,,,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,
88,,1,31,20,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
89,,0,10,10,0,1.0,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,1.0,1.0,,,,,,1.0
91,,0,31,14,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
92,,0,31,16,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
10,0.0,0,13,7,1,,0.0,1.0,1.0,1.0,,-1.0,0.0,1.0,,,1.0,0.0,,1.0,1.0,,,,,,,,,,0.0,,,0.0,,
19,2.0,0,12,7,0,,0.0,,,1.0,,0.0,,0.0,1.0,0.0,1.0,,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,,,,
51,2.0,0,20,16,3,,1.0,1.0,,1.0,,1.0,0.0,,1.0,-1.0,,1.0,,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,,,,,
63,,0,5,4,0,,1.0,,,,,1.0,,,,1.0,,,,,,,0.0,,,,,1.0,,,,,,,,
66,1.0,0,22,14,1,,1.0,,0.0,0.0,1.0,,0.0,,1.0,1.0,-1.0,0.0,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,0.0,,,
68,,0,11,8,3,,1.0,,-1.0,-1.0,,,1.0,,1.0,1.0,-1.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,
80,,0,8,8,0,,1.0,1.0,,,1.0,,1.0,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,1.0,,
82,,0,4,3,0,,1.0,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,
85,,0,2,2,0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
87,,0,23,17,2,,-1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.0,,,1.0,,,1.0,1.0,0.0,1.0,0.0,-1.0,,1.0,1.0,1.0,1.0,1.0,
90,,0,1,1,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,0,20,13,0,,1.0,,0.0,,1.0,0.0,1.0,1.0,0.0,,0.0,,,0.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,0.0,,,1.0,1.0,0.0,1.0
94,,0,4,0,0,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,0.0,
4,,0,2,1,0,,,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
18,2.0,0,14,9,1,,,1.0,,1.0,1.0,,1.0,-1.0,1.0,,1.0,,0.0,0.0,,,1.0,,1.0,,,1.0,0.0,0.0,,,,,,
35,0.0,0,10,5,4,,,1.0,,,1.0,1.0,,,,,,-1.0,-1.0,-1.0,1.0,,,,,,,-1.0,0.0,,1.0,,,,,
50,,0,5,3,1,,,1.0,,0.0,,1.0,,,,,,,,,,,,,,1.0,,,,-1.0,,,,,,
62,2.0,0,9,9,0,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,
75,,0,18,11,3,,,1.0,-1.0,0.0,-1.0,-1.0,,,1.0,1.0,0.0,1.0,,,,,,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,,1.0,,
86,,0,16,14,2,,,1.0,,1.0,1.0,,,1.0,,,-1.0,,1.0,1.0,,1.0,1.0,,,-1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,
14,,0,3,1,2,,,,-1.0,,,,,,,,,-1.0,,,,,,,,,,,1.0,,,,,,,
25,,0,1,0,0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0.0,0,7,4,1,,,,1.0,1.0,,-1.0,0.0,,,,,,,1.0,,,,,,,0.0,,1.0,,,,,,,
76,,0,8,5,0,,,,0.0,,,0.0,0.0,,1.0,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,
61,,0,3,1,0,,,,,1.0,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,
73,,0,9,5,3,,,,,0.0,-1.0,,,,,,,,,,1.0,,-1.0,1.0,,,1.0,,1.0,,,,-1.0,1.0,,
33,,0,1,0,1,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,
70,,0,8,7,0,,,,,,,1.0,,,,,1.0,,,,,1.0,,,,0.0,,,,1.0,,1.0,1.0,1.0,,
47,,0,1,1,0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
69,,1,3,3,0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,
71,,0,1,1,0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
83,,0,1,1,0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
23,,0,4,3,0,,,,,,,,,,,0.0,,,,,,1.0,,,,1.0,,1.0,,,,,,,,
58,,0,1,0,0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
17,,0,2,2,0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,
44,,0,1,1,0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
46,,0,2,2,0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
34,,0,6,6,0,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,,,,,,1.0,,,,,
45,,0,2,0,1,,,,,,,,,,,,,,,0.0,,,,,,,-1.0,,,,,,,,,
48,,0,1,0,0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
84,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
78,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
