col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30
112,,0,21,17,1,,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
115,,0,16,11,1,,1.0,1.0,1.0,,1.0,,0.0,1.0,1.0,-1.0,,1.0,1.0,1.0,,0.0,,,1.0,0.0,,1.0,0.0,
121,,0,8,5,1,,0.0,,1.0,,,,,1.0,,-1.0,,,,,,,,1.0,1.0,,1.0,,0.0,
122,,0,24,21,1,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0
124,,0,12,8,1,,1.0,,,,1.0,,,,,-1.0,1.0,,,1.0,,,0.0,0.0,1.0,,1.0,1.0,0.0,1.0
125,,0,24,18,1,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
127,,0,24,20,4,,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
128,,0,19,16,3,,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,-1.0,,,1.0,1.0,1.0,-1.0,1.0
130,,0,6,6,0,,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,1.0,,
131,,0,18,12,5,,1.0,1.0,-1.0,,1.0,1.0,,,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,,-1.0,-1.0,1.0,1.0,1.0,,0.0,
133,,0,8,6,0,,1.0,,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,0.0,,,,0.0,
134,,0,14,11,1,,-1.0,1.0,,0.0,,1.0,,1.0,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,0.0,1.0
137,,0,24,14,9,,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.0,1.0
138,,0,24,20,4,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0
2,,0,14,9,0,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,
21,,0,3,2,1,,,-1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,
29,,0,11,6,2,,,0.0,,1.0,,,1.0,1.0,1.0,-1.0,1.0,,1.0,-1.0,0.0,0.0,,,,,,,,
34,,0,13,10,1,,,1.0,1.0,1.0,-1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,,,,,,,,
41,,0,1,1,0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
56,,0,15,11,0,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,0.0,1.0,1.0,0.0,,,,,,,
66,,1,19,12,3,,,0.0,,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,
70,,0,9,8,1,,,-1.0,1.0,,,1.0,,,,1.0,,1.0,1.0,1.0,,,,1.0,,,1.0,,,
116,,0,18,13,2,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,-1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,1.0,,-1.0
50,,0,9,8,0,,,,1.0,,,1.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,0.0,,,,,,
68,,0,8,7,0,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,0.0,,,1.0,,,
79,,0,14,9,1,,,,1.0,1.0,1.0,1.0,,1.0,1.0,-1.0,1.0,,1.0,1.0,,,0.0,0.0,0.0,0.0,,,,
81,,0,4,4,0,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,
97,,0,6,2,3,,,,-1.0,,,,0.0,,,,,,,,,,-1.0,,1.0,-1.0,1.0,,,
71,,0,6,5,1,,,,,1.0,,1.0,1.0,,,1.0,,1.0,,,,,,-1.0,,,,,,
77,,0,11,8,1,,,,,1.0,1.0,1.0,,,0.0,,-1.0,1.0,,1.0,,0.0,,1.0,,1.0,1.0,,,
83,,0,7,5,2,,,,,1.0,,1.0,,-1.0,-1.0,,,1.0,,,1.0,,,,,1.0,,,,
87,,0,2,2,0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,
109,,0,7,5,0,,,,,1.0,,,0.0,1.0,1.0,0.0,,,,,1.0,,,,,1.0,,,,
129,,0,13,0,0,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,0.0
132,,0,9,4,0,,,,,0.0,0.0,1.0,,,,1.0,0.0,1.0,,,,1.0,,,,,,0.0,,0.0
9,,0,5,2,3,,,,,,1.0,,1.0,-1.0,,,,-1.0,,-1.0,,,,,,,,,,
32,,0,3,3,0,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,
59,,0,1,1,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
117,,0,1,1,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
118,,0,12,10,2,,,,,,-1.0,1.0,1.0,1.0,,-1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,1.0,,
136,,0,3,3,0,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,
91,,0,5,2,0,,,,,,,1.0,0.0,,,,1.0,,0.0,,,,,,,,,,0.0,
110,,0,5,3,0,,,,,,,1.0,,,1.0,,1.0,,,,,0.0,,,0.0,,,,,
10,,0,2,2,0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,
26,,0,1,1,0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
85,,0,1,1,0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
23,,0,2,2,0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,
74,,0,1,1,0,,,,,,,,,1.0,,,,,,,,,,,,,,,,
82,,0,1,0,1,,,,,,,,,-1.0,,,,,,,,,,,,,,,,
53,,0,1,0,1,,,,,,,,,,,-1.0,,,,,,,,,,,,,,
11,,0,3,3,0,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,
86,,0,1,1,0,,,,,,,,,,,,1.0,,,,,,,,,,,,,
111,,0,2,0,0,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,
113,,0,3,2,1,,,,,,,,,,,,1.0,,,,,-1.0,,,,1.0,,,,
119,,0,3,3,0,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,
24,,0,1,1,0,,,,,,,,,,,,,,1.0,,,,,,,,,,,
16,,0,2,0,0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,
58,,0,1,0,0,,,,,,,,,,,,,,,0.0,,,,,,,,,,
72,,0,2,2,0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,
28,,0,1,1,0,,,,,,,,,,,,,,,,,1.0,,,,,,,,
123,,0,4,3,1,,,,,,,,,,,,,,,,,-1.0,,1.0,,,,1.0,,1.0
62,,0,1,1,0,,,,,,,,,,,,,,,,,,,1.0,,,,,,
126,,0,1,0,1,,,,,,,,,,,,,,,,,,,,-1.0,,,,,
107,,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,
89,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,1.0,
114,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,
135,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,1.0,
120,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,-1.0
