col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21
2029,1993-04-18,WE,BARTOVA,Sarah Villanueva,1197024565271802,CZE,NCh,Sarah Villanueva,0,29,Sarah Villanueva,27,49380000,CZE19900217,54,10007709763,,0,Sarah Villanueva,0,28
2030,2006-01-12,WE,WECHSELBERGER,Kimberly Myers,1197024565271803,AUT,,Kimberly Myers,0,30,Kimberly Myers,28,49410000,AUT19910607,56,10010670384,,0,Kimberly Myers,0,27
2031,1987-01-22,WE,HOGIE,Desiree Cain,1197024565271804,USA,,Desiree Cain,0,31,Desiree Cain,29,49440000,USA19981125,77,10054388890,,0,Desiree Cain,0,19
2032,1977-12-23,WE,JIRKOVA,Stephanie Lawrence,1197024565271805,CZE,,Stephanie Lawrence,0,32,Stephanie Lawrence,30,49470000,CZE19910601,79,10008193551,,0,Stephanie Lawrence,0,27
2033,2010-08-12,WE,SCHWEMMER,Lauren Hayes,1197024565271806,GER,,Lauren Hayes,0,33,Lauren Hayes,31,49500000,GER19930801,86,10007401686,,0,Lauren Hayes,0,24
2034,2000-02-06,WE,SKALWOLD,Whitney Stark,1197024565271807,USA,,Whitney Stark,0,34,Whitney Stark,32,49530000,USA19851229,97,10060355303,,0,Whitney Stark,0,32
2035,2015-04-18,WE,CHOU,Angela Salazar,1197024565271808,TPE,N,Angela Salazar,0,35,Angela Salazar,33,49560000,TPE19840612,103,10003547049,,0,Angela Salazar,0,34
2036,1981-11-24,WE,MISSIAGGIA,Mr. Ryan Sanchez,1197024565271809,ITA,,Mr. Ryan Sanchez,0,36,Mr. Ryan Sanchez,34,49590000,ITA19990129,105,10011213786,,0,Mr. Ryan Sanchez,0,19
2037,1970-11-25,WE,BALANCHE,Autumn Robinson,1197024565271810,SUI,,Autumn Robinson,0,37,Autumn Robinson,35,49620000,SUI19900301,108,10016567984,,0,Autumn Robinson,0,28
2038,2002-02-04,WE,TUTT,Faith Cabrera,1197024565271811,GBR,,Faith Cabrera,0,38,Faith Cabrera,36,49650000,GBR19981006,144,10010911975,,0,Faith Cabrera,0,19
2039,2016-05-12,WE,GREEN,Charles Wolfe,1197024565271812,GBR,,Charles Wolfe,0,39,Charles Wolfe,37,49680000,GBR19990513,182,10016172712,,0,Charles Wolfe,0,19
2040,1997-11-23,WE,BATTOLLA,Kenneth Kent,1197024565271813,SUI,,Kenneth Kent,0,40,Kenneth Kent,38,49710000,SUI19981205,194,10010936631,,0,Kenneth Kent,17,19
2041,2008-09-23,WE,BELL,Melanie Johnson,1197024565271814,GBR,N,Melanie Johnson,0,41,Melanie Johnson,39,49740000,GBR19980314,291,10011212069,,0,Melanie Johnson,0,20
2042,2004-08-11,WE,OLSTAM,Lisa Johnston,1197024565271815,SWE,N,Lisa Johnston,0,42,Lisa Johnston,40,49770000,SWE19961107,0,10014062556,,0,Lisa Johnston,0,21
2043,1991-03-13,WE,GEHRIG,Jacob Hooper,1197024565271816,SUI,N,Jacob Hooper,0,43,Jacob Hooper,41,49800000,SUI19870709,0,10006989842,,0,Jacob Hooper,0,30
