col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20
Sean Green,,order,"[Angeldale, Elitelligence]",Sean Green,2019-12-20T04:43:41+00:00,Sean Green,4,2,EUR,105.98,2,"[Men's Shoes, Men's Clothing]",7,"[ZO0691806918, ZO0595805958]",552009,oliver,MALE,"75470 Lopez Roads
Port Jessicatown, TX 55221",Friday,105.98
Kimberly Smith,,order,"[Oceanavigations, Pyramidustries]",Kimberly Smith,2019-12-24T21:50:24+00:00,Kimberly Smith,1,2,EUR,46.98,2,[Women's Clothing],43,"[ZO0261802618, ZO0166001660]",558404,yasmine,FEMALE,"08913 Charlene Flat
Joshuaburgh, NJ 52496",Tuesday,46.98
Jennifer Summers,,order,"[Microlutions, Elitelligence]",Jennifer Summers,2019-12-26T23:08:10+00:00,Jennifer Summers,3,2,EUR,49.98,2,"[Men's Accessories, Men's Clothing]",8,"[ZO0126901269, ZO0533205332]",561156,hicham,MALE,"7142 Wilson Drives
Melissaton, IL 89760",Thursday,49.98
April Snyder,,order,[Elitelligence],April Snyder,2019-12-25T00:07:12+00:00,April Snyder,2,1,EUR,32.99,1,[Men's Clothing],34,[ZO0539205392],739226,samir,MALE,"9097 Bowman Landing Apt. 369
Alanberg, MA 44739",Wednesday,32.99
Dana Nguyen,,order,"[Tigress Enterprises, Low Tide Media]",Dana Nguyen,2020-01-03T13:43:41+00:00,Dana Nguyen,4,2,EUR,79.98,2,[Women's Shoes],12,"[ZO0019300193, ZO0367503675]",571473,brigitte,FEMALE,"9004 Edward Prairie
Michaelside, LA 15560",Friday,79.98
Cheryl Bradley,,order,"[Low Tide Media, Angeldale]",Cheryl Bradley,2020-01-03T18:31:41+00:00,Cheryl Bradley,4,2,EUR,95.98,2,"[Men's Clothing, Men's Shoes]",50,"[ZO0439004390, ZO0690706907]",571728,phil,MALE,"42814 Houston Hills
Rodriguezside, NJ 62629",Friday,95.98
Walter Pratt,,order,"[Tigress Enterprises, Spherecords]",Walter Pratt,2020-01-03T19:10:34+00:00,Walter Pratt,4,2,EUR,53.98,2,"[Women's Shoes, Women's Clothing]",44,"[ZO0002200022, ZO0661506615]",571757,betty,FEMALE,"71760 Rogers Spur Apt. 296
North Lindseyborough, IN 08516",Friday,53.98
Bobby Flores,,order,"[Champion Arts, Tigress Enterprises]",Bobby Flores,2020-01-03T17:29:46+00:00,Bobby Flores,4,2,EUR,43.98,2,[Women's Clothing],17,"[ZO0505405054, ZO0081700817]",571672,wilhemina,FEMALE,"8847 Kramer Station
South Christopher, KS 77208",Friday,43.98
Tasha Rodriguez,,order,"[Pyramidustries, Gnomehouse]",Tasha Rodriguez,2020-01-15T23:29:46+00:00,Tasha Rodriguez,2,2,EUR,82.98,2,[Women's Clothing],24,"[ZO0174901749, ZO0352403524]",588090,rani,FEMALE,"51108 Goodwin Flats Apt. 764
Lake Bobby, IL 82213",Wednesday,82.98
Michelle Kelley,,order,"[Tigress Enterprises, Tigress Enterprises MAMA]",Michelle Kelley,2019-12-26T21:57:36+00:00,Michelle Kelley,3,2,EUR,43.98,2,[Women's Clothing],26,"[ZO0033900339, ZO0228102281]",561090,gwen,FEMALE,"6582 Vanessa Oval
New Richard, NE 68819",Thursday,43.98
