col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50
,,Sean Green,,,,,,,,,,,,,,,,,,,,,,,,,,"08913 Charlene Flat
Joshuaburgh, NJ 52496","0811 Smith Canyon Apt. 904
Jessicabury, WV 75585","0131 Williams Ville Apt. 562
Richardberg, FL 53480","8799 Emma Parkway Suite 735
North Thomasfurt, IN 57039","559 Foster Locks Suite 933
Robinsonhaven, NY 18885",companyS,"71318 Cassandra Plaza
Burkeview, NJ 84393","80831 Kemp Pines
Annashire, MO 40702",stateS,"6622 Lee Extension Apt. 148
New Melissa, NM 16412","Unit 2052 Box 1859
DPO AE 13895","12494 Lopez Harbors
Danielview, VT 78590","01366 Mccoy Burgs Apt. 944
New Jamesfort, DE 80877","Unit 4225 Box 6457
DPO AA 54847",,Order updated by Zynk.,,11/08/2011 15:50,,,,,Sean Green
,,Kimberly Smith,,,,,,,,,,,,,,,,,,,,,,,,,,"7142 Wilson Drives
Melissaton, IL 89760","7562 Fisher Spur
Hernandezberg, MD 17438","22708 Madison Spurs
Herringstad, OR 11353","Unit 9061 Box 4352
DPO AE 24201","4647 Kristine Fields Suite 710
New Dakota, WY 00638",,"5303 Lewis Springs
Port Adrian, NH 62346","96545 Smith Alley
West Joy, IL 86023",,"2108 Jacqueline Course
New Derrickshire, SD 47569","789 Mitchell Ridges
East Blakefurt, NY 93647","88005 Lawson Underpass Suite 931
Hendersonland, KS 72000","75399 Laura Knolls Suite 344
Port Aaronchester, ID 65420","46670 Orozco Walks Suite 505
Diazmouth, CA 12755",,,pending,12/08/2011 12:59,,,,,Kimberly Smith
,,Jennifer Summers,,,,,,,,,,,,,,,,,,,,,,,,,,"9097 Bowman Landing Apt. 369
Alanberg, MA 44739","5667 Blair Underpass
South Shelby, VT 07027","3454 Holmes Motorway
Port Rachel, FL 05560","30068 David View Apt. 173
New Peggychester, ND 23718","92594 Emily Shoals
North Cathyburgh, ME 31451",,"465 Wiley Corners Apt. 759
East Michellechester, IA 02837","PSC 2177, Box 2442
APO AE 23070",,"7259 Catherine Track
Morrisonville, MT 13024","1720 Scott Station Suite 547
West Jessicabury, MI 96278","02650 Cochran Path
Ryanville, RI 73091","722 Alicia Cliffs Suite 521
Stanleyborough, NM 89303","496 Mcclure Rue Suite 157
Paynefurt, MI 84072",,Order updated by Zynk.,Picking,12/08/2011 13:02,,,,,Jennifer Summers
,,April Snyder,,,,,,,,,,,,,,,,,,,,,,,,,,"9004 Edward Prairie
Michaelside, LA 15560","PSC 0312, Box 5023
APO AP 39498","805 James Turnpike
Carrmouth, GA 93500","PSC 3667, Box 0636
APO AE 81210","551 Casey Squares Apt. 209
Michaelborough, MS 26297",,"521 Flores Stream
West Rebeccaborough, LA 68847","PSC 5531, Box 8724
APO AA 25341",,"224 Sparks Islands
South Valerie, ND 13613","630 Hanna Prairie Suite 690
West Andrewberg, DC 07150","862 Natalie Corner Apt. 536
South Jamieland, VA 99449","44846 Diana Park
South Kellymouth, OH 48561","789 Robinson Stravenue
West Zacharyside, PA 71054",,,processing,12/08/2011 13:09,,,,,April Snyder
100000005.0,processing,Dana Nguyen,0.0,Flat Rate - Fixed,15.0,,299.97,15.0,0.0,317.97,317.97,,0.0,06/09/2011 15:47,Microsoft Natural Ergonomic Keyboard 4000,microsoftnatural,99.99,99.99,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,299.97,"42814 Houston Hills
Rodriguezside, NJ 62629","6708 Carpenter Overpass Suite 735
Bobbyton, MI 01008","8081 Smith Trail
North Ronaldstad, NV 44515","USS Aguilar
FPO AP 48665","2998 Willis Wall
North Brian, PA 04610",internetware,"0271 Soto Drives Apt. 975
New Edgar, NE 35218","6146 Johnson Isle
South Arthur, MT 70897",Tyne and Wear,"03563 Howe Radial Apt. 517
Phillipsfurt, VT 08243","53913 Stewart Roads Suite 017
Cynthiafurt, GA 95564","23663 Alexander Pike Suite 638
Port Karenstad, SC 44144","USS Pearson
FPO AE 99135","618 Jose Junction
South Ginaberg, OR 02880",checkmo,,pending,06/09/2011 15:47,100000002.0,Paid,08/09/2011 13:43,317.97,Dana Nguyen
,,Cheryl Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,"71760 Rogers Spur Apt. 296
North Lindseyborough, IN 08516","16396 Shawn Junction
New Nicolemouth, ND 60236","125 Ian Crossroad Apt. 593
South Deannaport, MS 07347","298 Johnathan Cove Apt. 402
South Jamie, MD 26932","164 Schultz Road
Lake Bryan, MD 86618",internetware,"27862 Kent Mountains
Lake Michaelville, NM 32697","0415 Smith Springs
Jeremyburgh, MN 69154",Tyne and Wear,"84709 Melissa Street
Erinmouth, UT 09362","PSC 0202, Box 9015
APO AE 88032","Unit 8379 Box 3909
DPO AP 14680","PSC 6757, Box 2751
APO AA 85409","7498 Kelly Gateway Apt. 733
Lisaborough, OK 94452",,,processing,08/09/2011 13:43,,,,,Cheryl Bradley
100000006.0,processing,Walter Pratt,-15.0,Flat Rate - Fixed,5.0,,149.99,5.0,0.0,170.99,170.99,,0.0,07/09/2011 08:39,Nokia 2610 Phone,n2610,149.99,149.99,1.0,1.0,0.0,0.0,0.0,20.0,30.0,15.0,149.99,"8847 Kramer Station
South Christopher, KS 77208","PSC 4080, Box 3513
APO AP 45818","1607 Munoz River
Emilyshire, NH 54532","171 Harrison Motorway
Davidview, CO 74554","9541 Brock Estate Apt. 848
Franklinchester, GA 80124",internetware,"917 Mclaughlin Glens
Martinville, OR 95889","3999 Ricky Via
West Adamburgh, HI 53524",Tyne and Wear,"4060 Shepherd Curve Suite 549
South Lauren, PA 43052","4495 Duke Trafficway
Archerhaven, WI 07048","15519 Ponce Courts
Port Kristin, OK 09007","841 Jessica Well
Drakefort, HI 01181","3399 Mary Way
South Hannah, CO 97997",checkmo,,pending,07/09/2011 08:39,100000003.0,Paid,08/09/2011 13:43,170.99,Walter Pratt
,,Bobby Flores,,,,,,,,,,,,,,,,,,,,,,,,,,"51108 Goodwin Flats Apt. 764
Lake Bobby, IL 82213","4486 Olson Well
North Kevin, CA 01707","3615 David Keys Apt. 269
West Stephenside, UT 65516","3576 Sergio Avenue
Benjaminmouth, NE 32097","PSC 2191, Box 2741
APO AP 56307",internetware,"3032 Michelle Drives
North Daniel, KY 82153","83787 Stuart Key
Davetown, MN 24886",Tyne and Wear,"PSC 6042, Box 9216
APO AP 59853","12109 Brittany Stream
Chavezmouth, AL 96971","53232 Jennifer Center Suite 788
South Misty, RI 13254","4600 John Trail Apt. 067
North Joseph, HI 62647","00517 Collins Lane Suite 385
Lake Markfurt, DE 70635",,,processing,08/09/2011 13:43,,,,,Bobby Flores
,,Tasha Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,"6582 Vanessa Oval
New Richard, NE 68819","67771 Christopher Courts Apt. 637
Port Ronaldfurt, HI 33233","640 Mary Common
Michaelville, AZ 20721","37457 Tanya Pike Apt. 348
North Ericton, RI 21519","588 Alan Rest
Port Stephanieville, MS 63590",,"601 Maria Mission Apt. 554
Myerstown, SD 32202","690 Christina Park
Toddburgh, TX 56713",,"5285 Lisa Course
North James, VT 86261","832 Spencer Spring Suite 980
Duncanbury, KS 73468","77374 Lee Mission Apt. 939
Bellview, GA 17656","42723 Danielle Plains
North Lauriefort, FL 85172","Unit 2979 Box 9685
DPO AA 70478",,,holded,08/09/2011 13:45,,,,,Tasha Rodriguez
,,Michelle Kelley,,,,,,,,,,,,,,,,,,,,,,,,,,"7389 Alec Squares Suite 508
Port Jonathan, FL 50177","5561 Bishop Turnpike
Lake Kenneth, NY 79756","PSC 4006, Box 5282
APO AE 23388","3673 Peter Turnpike Suite 835
New Sandra, PA 76875","216 Brandon Loop Apt. 096
New Jessica, MT 53548",,"238 Shawn Well
Port Johnshire, OH 17431","341 Rebekah Alley Suite 212
Gregoryview, SD 55705",,"USS Leon
FPO AA 43730","9484 Griffin Radial
Marcusland, NE 45181","39594 Kevin Ways Apt. 634
Andrewton, VA 99046","36407 Marsh Courts
North Mitchell, SC 68976","21403 Chandler Points
Stephanieville, WA 66447",,,processing,08/09/2011 13:45,,,,,Michelle Kelley
100000007.0,canceled,Kimberly Maynard,0.0,Flat Rate - Fixed,5.0,"1, 01M62UTQ0ABA, 20, 20.0000
",139.99,5.0,0.0,153.99,,,153.99,07/09/2011 08:59,Nokia 2610 Phone,n2610,139.99,139.99,1.0,0.0,0.0,1.0,0.0,20.0,28.0,0.0,139.99,"18013 Billy Bridge Suite 522
Schmitthaven, NC 66355","3019 Gerald Mall Apt. 340
Trevinoville, SD 36216","395 Timothy Road
Williamsbury, LA 43567","939 Johnson Oval Suite 830
North Dennismouth, TX 80451","782 Dawn Radial
Port Christopher, LA 35611",internetware,"41743 Berger Inlet Apt. 527
South Tammymouth, SC 37901","7149 Scott Stravenue Suite 698
South Sharonhaven, ID 55797",Tyne and Wear,"8047 Barr Fork Suite 089
Rittermouth, OK 46230","591 Ashley Shores
North Andrewmouth, NC 87787","006 Chavez Row
New Patrickchester, WY 97029","993 Mills Estate
West Carlos, MT 55995","38606 Lawrence Points Apt. 115
Patelborough, NH 23123",checkmo,,pending,07/09/2011 08:59,,,,,Kimberly Maynard
,,Laurie Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,"891 Bullock Ford
Amandachester, NJ 51431","84331 Leonard Fort Suite 749
East Lisa, NY 43477","3267 Walter Dam
Cunninghamtown, OR 01239","645 Jennings Estates
Angelastad, NV 51726","008 Nancy Route Suite 228
North Stephanie, WA 42879",internetware,"9983 Mary Grove Apt. 643
Beardview, MO 17895","006 Stephanie Harbors Apt. 076
Andreahaven, OH 98030",Tyne and Wear,"43156 Kevin Glens
Port Richard, CA 24855","PSC 7348, Box 4436
APO AP 59071","05190 Mary Throughway Apt. 399
Claytonville, HI 16437","56120 Everett Burgs
Sarahshire, MD 31426","875 Mary Stream Apt. 557
New Joshua, NV 24213",,,canceled,08/09/2011 13:46,,,,,Laurie Wallace
100000008.0,pending,Janice Johnston,-41.0,Flat Rate - Fixed,15.0,,409.97,15.0,0.0,468.96,,,,07/09/2011 09:32,Nokia 2610 Phone,n2610,139.99,139.99,2.0,0.0,0.0,0.0,0.0,20.0,56.0,28.0,279.98,"02489 Cook Park
Sherriport, MT 50853","62281 Kathy Tunnel
Hudsonborough, VA 17819","00580 Brandon Creek
Port Eric, MS 03966","1231 Stephanie Lock Suite 835
North Richardland, MT 77240","115 Jon Isle Suite 788
North Lesliefurt, MO 71569",internetware,"03541 Ryan Islands Apt. 562
East Michaelfort, HI 90576","290 Clark Meadows Apt. 312
Fullerfort, NV 91571",Tyne and Wear,"PSC 6119, Box 3813
APO AA 97808","PSC 4509, Box 9941
APO AA 91395","79463 Alexa Oval
Port Jeremyfurt, TN 60562","03511 Scott Centers
South Jesusview, WI 77963","482 Brittany Springs Apt. 827
North Lindseystad, MA 56539",checkmo,,pending,07/09/2011 09:32,,,,,Janice Johnston
,,Collin Lopez,,,,,,,,,,,,,Chair,1112,129.99,129.99,1.0,0.0,0.0,0.0,0.0,20.0,25.99,13.0,129.99,"23450 Timothy Divide
Wuland, UT 20341","9927 Christina Burg Suite 774
East Angelaburgh, NM 97149","325 Amanda Cliffs Apt. 695
South Paulabury, MS 29996","302 Parker Plains Apt. 197
East Robertstad, CO 98152","132 Poole Pass Suite 212
North Patrick, DE 87566",internetware,"6591 Angela Mission Apt. 108
Penabury, SC 94980","Unit 7475 Box 8305
DPO AP 35078",Tyne and Wear,"29990 Parsons Forest
South Charleston, ID 22958","4549 Jenna Plaza Suite 747
North Sarahburgh, AR 33397","26764 Andrea Plaza
Moorefort, OK 18699","81554 Brown Lodge
Shellystad, AL 18565","7998 Tammy Rapids
Mccartytown, ND 63318",,,,,,,,,Collin Lopez
100000009.0,pending,Mary Alvarez,0.0,Flat Rate - Fixed,30.0,"2, 03L6SE5H5C6H, 12.34, 12.3400
",120.0,30.0,0.0,167.66,,,,09/09/2011 14:18,Coalesce: Functioning On Impatience T-Shirt,coal_md,15.0,15.0,1.0,0.0,0.0,0.0,0.0,20.0,3.0,0.0,15.0,"0976 Williams Mountains Apt. 009
Lake Mario, OH 85565","142 Warner View Suite 460
North Leslie, IA 45480","PSC 3769, Box 1448
APO AA 71586","098 Hernandez Green
New Sergiobury, MS 98277","457 Vargas Island Suite 853
Lake Patrickstad, WY 67652",internetware,"492 Ramirez Crossing
Aaronberg, CO 44974","2822 Sarah Fields
North Tracyland, NC 07125",Tyne and Wear,"499 Edward Vista
New Matthewport, ND 30147","0652 Ware Cape Suite 549
Charlesstad, AK 59331","9779 Rivera Route Apt. 148
West Sandy, ME 31949","16581 Gregory River
Port Angela, VT 66142","95092 Bates Falls Suite 736
Courtneyside, AL 49340",checkmo,,pending,09/09/2011 14:18,,,,,Mary Alvarez
,,Peter Mcdowell,,,,,,,,,,,,,Coalesce: Functioning On Impatience T-Shirt,coal_md,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,"1097 Santos Springs Suite 264
New Michelleborough, WY 51884","5240 Berry Centers
West Andrew, AR 03720","40956 Amanda Walk Apt. 260
Simonfurt, CT 93980","94102 Sims Port Suite 187
Florestown, NE 80082","1569 Amy Path
North Ashleyton, HI 45184",internetware,"35974 Sharon Locks Apt. 101
Jennyport, DE 66170","294 Kevin Curve Suite 505
North Claudiaville, TN 40916",Tyne and Wear,"651 Mccarty Views
Loriport, FL 46652","9447 Sean Gardens
Tammyville, SD 06748","4655 Megan Hollow Suite 313
Hahnburgh, IL 55336","53799 Sydney Parkways Apt. 735
Matthewtown, NE 99089","PSC 9737, Box 6995
APO AA 56678",,,,,,,,,Peter Mcdowell
,,Sarah Villanueva,,,,,,,,,,,,,Ink Eater: Krylon Bombear Destroyed Tee,ink_med,21.0,21.0,5.0,0.0,0.0,0.0,0.0,20.0,21.0,0.0,105.0,"5100 Scott Burg
East Clayton, SC 66353","51056 Patricia Forge
Grahamstad, HI 85576","25762 Gill Creek Suite 525
Mccoyton, KS 23687","01630 Baker Crescent
Kellyborough, ND 71531","0375 Sandra Trace Suite 826
Gailshire, IL 04078",,"89403 Gabriella Mills
East Steven, UT 22495","Unit 5207 Box 6631
DPO AA 35472",,"960 Hall Meadows
Cartertown, UT 75591","905 Erika Mount Suite 327
Lake Katrinafurt, AR 35147","8561 Gonzales Court
Lake David, KY 35228","6653 Melissa Landing
Mckayside, LA 93628","0307 Erik Estates
Lake Joy, DE 56619",,,,,,,,,Sarah Villanueva
,,Kimberly Myers,,,,,,,,,,,,,Ink Eater: Krylon Bombear Destroyed Tee,ink_med,0.0,0.0,5.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,"412 Snow Manors Apt. 161
South Kimtown, NV 57004","0648 Malone Port Apt. 662
New Devonhaven, VA 92199","6048 Johnson Loop Suite 635
East Daniel, GA 04593","70452 Forbes Courts
Mosesland, OK 14157","759 Good Port
New Russell, MN 50437",,"601 Kyle Roads
Clarkfurt, NH 85059","USCGC Caldwell
FPO AA 19562",,"001 Phillip Rapid
Lake Jeffrey, CT 04408","46894 Matthew Prairie
Josephbury, WA 68649","09206 Cook Meadow Suite 047
North Austinside, GA 95534","16323 Matthew Walk
Curtisville, PA 72403","62165 Emma Circle
North Jamesville, OH 94706",,,,,,,,,Kimberly Myers
100000010.0,pending,Desiree Cain,0.0,Flat Rate - Fixed,5.0,"1, 01M62UTQ0ABA, 1.23, 1.2300
2, 03L6SE5H5C6H, 1.5, 1.5000
",300.0,5.0,0.0,363.27,,,,12/09/2011 10:06,Mirror,AM61006,300.0,300.0,1.0,0.0,0.0,0.0,0.0,20.0,60.0,0.0,300.0,"5415 David Square
West Michaeltown, IN 48447","23028 Jennifer Meadow Apt. 972
West Matthewfurt, SC 05261","1168 Gary Fords Apt. 308
Port Trevor, RI 96954","0835 Angela Station
East Heather, MO 26899","3895 Allen Junction
West John, WV 34147",internetware,"60969 Justin Passage Suite 774
Joshuaburgh, IN 61092","3412 Morris Highway
Cooperburgh, DC 92892",Tyne and Wear,"4260 Mccoy Path Apt. 859
Lake Antonio, NY 83110","650 Jennifer Crescent
North Lori, MD 20121","473 Joseph River
East Dennis, VT 04136","25765 Michael Highway Suite 627
Lake Steven, ND 83037","24798 Kyle Shoals
Maryshire, IN 42719",checkmo,,pending,12/09/2011 10:06,,,,,Desiree Cain
,,Stephanie Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,"03104 Norris Rapids
Port Donald, DE 62982","2738 Martin Terrace Suite 547
Smithhaven, LA 72649","164 Matthew Parkway Suite 826
Jimmyfurt, MS 62271","2458 Jason Village Suite 248
North Donnamouth, VT 42872","7329 Jacobs Station
New Tylerborough, MS 36340",internetware,"7943 Tina Mount
East Lisa, PA 43986","2189 Daniel Extensions
Lake Leslieview, TN 93999",Tyne and Wear,"7293 Austin Crest
Katherinemouth, ME 19360","787 White Greens
North Michael, LA 96987","806 Aguirre Trail Apt. 020
Gomezmouth, TX 61078","25531 Cox Causeway
Lake Samuelside, SC 80663","725 John Summit
Wellston, HI 80342",,,,,,,,,Stephanie Lawrence
