col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30
9/11/2019 16:02:02,ID_03,Nő,0-22,8,"stressz, időhiány",7,8-6,7-4,8-3,6-7,,,4,7,2,170.0,39.0,Teremben,6,,7,,5,,1,youtube,6,,,
9/11/2019 16:04:02,anna,Nő,0-22,8,"stressz, rossz időjárás",7,3-0,0-3,5-1,0-1,1-6,5-8,5,7,5,170.0,40.0,Termen kívül,9,9.0,8,8.0,4,7.0,1,1,4,8.0,6.0,7.0
9/11/2019 16:04:13,Zidian,Nő,0-22,9,sorozat nézés vagy utoló másodperces tanulási pánik,8,0-6,8-0,8-5,,,,3,8,7,170.0,40.0,Termen kívül,9,7.0,8,7.0,8,7.0,3,3,7,6.0,3.0,3.0
9/11/2019 15:54:39,CAST0L,Nő,0-22,9,"túl későn fekszem le, hiába alszom sokáig, abban az időszakban nem alszom amikor inkább kellene.",4,6-1,8-1,8-0,0-1,,,3,8,6,173.0,41.0,Termen kívül,9,8.0,8,8.0,6,6.0,5,5,6,6.0,6.0,4.0
9/11/2019 15:53:10,Bea,Nő,23+,9,olvasok,7,28920121-28902011,07513415-07153???,13102945-???????,,,,4,10,7,174.0,39.0,Teremben,6,8.0,7,7.0,8,8.0,1,1,9,6.0,5.0,2.0
9/11/2019 16:00:28,CdM21,Férfi,23+,8,Olvasás,7,9-7,7-9,9-8,1-4,3-1,1-2,4,7,10,176.0,43.0,Teremben,7,8.0,7,7.0,4,7.0,1,1,6,8.0,2.0,7.0
9/11/2019 15:53:48,ID_04,Nő,0-22,9,ha túl későn fekszem le,8,5-9,1-5,0-5,9-0,,,4,9,5,178.0,40.0,Teremben,10,,8,,4,,3,,8,,,
9/11/2019 15:54:55,cia,Nő,0-22,8,"Nagyon éberen alszom, ezért sokszor felébredek.",6,7-1,5-1,9-semmi,0-semmi,6-semmi,,3,6,3,1.82,41.0,Termen kívül,6,5.0,6,6.0,8,4.0,3,1,5,5.0,2.0,2.0
9/11/2019 15:55:57,Braccsa,Férfi,0-22,8,szociális kapcsolatok kiépítése,8,,,,,,,5,3,3,185.0,45.0,Termen kívül,9,9.0,8,8.0,8,8.0,1,1,8,7.0,3.0,1.0
9/11/2019 15:54:41,krédőívetegyeztetni,Férfi,0-22,9,"túl sok program, egyetemkezdési világhacacáré",9,,,,,,,5,9,9,190.0,46.0,Termen kívül,7,6.0,6,7.0,3,5.0,1,2,8,8.0,3.0,3.0
