col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22
Mkomacine-Grobbulus,10/07/20,23:55:26,1602147326-17,[Cloak of Clarity],21583,item:21583::::::::60,Best in Slot,1,PRIEST,Ahn'Qiraj Temple-40 Player,C'thun,9,531,40,|cffa335ee|Hitem:19430:2620:::::::60:::::::|h[Shroud of Pure Thought]|h|r,,1,False,Cloth,Back,,Estaris-Grobbulus
Beltran-Grobbulus,10/07/20,23:56:11,1602147371-19,[Jom Gabbar],23570,item:23570::::::::60,Best in Slot,3,HUNTER,Ahn'Qiraj Temple-40 Player,Ouro,9,531,40,|cff0070dd|Hitem:17744::::::::60:::1::::|h[Heart of Noxxion]|h|r,|cff0070dd|Hitem:17744::::::::60:::1::::|h[Heart of Noxxion]|h|r,1,False,Miscellaneous,Trinket,,Estaris-Grobbulus
Pteradactyl-Grobbulus,10/07/20,22:50:12,1602143412-5,[Cape of the Trinity],21697,item:21697::::::::60,PVP,0,MAGE,Ahn'Qiraj Temple-40 Player,Silithid Royalty,9,531,40,|cffa335ee|Hitem:19857:1888:::::::60:::::::|h[Cloak of Consumption]|h|r,,3,False,Cloth,Back,,Estaris-Grobbulus
Pteradactyl-Grobbulus,10/07/20,22:55:27,1602143727-15,[Royal Scepter of Vek'lor],21597,item:21597::::::::60,Best in Slot,1,MAGE,Ahn'Qiraj Temple-40 Player,Twin Emperors,9,531,40,|cffa335ee|Hitem:19311::::::::60:::14::::|h[Tome of Fiery Arcana]|h|r,,1,False,Miscellaneous,Held In Off-hand,,Estaris-Grobbulus
Moty-Grobbulus,10/07/20,23:55:36,1602147336-18,[Belt of Never-ending Agony],21586,item:21586::::::::60,Best in Slot,4,ROGUE,Ahn'Qiraj Temple-40 Player,C'thun,9,531,40,|cff1eff00|Hitem:17750::::::::60:::1::::|h[Chloromesh Girdle]|h|r,,1,False,Leather,Waist,,Estaris-Grobbulus
Catto-Grobbulus,10/07/20,22:50:05,1602143405-4,[Silithid Carapace Chestguard],21652,item:21652::::::::60,Offspec,0,WARRIOR,Ahn'Qiraj Temple-40 Player,Fankriss the Unyielding,9,531,40,|cffa335ee|Hitem:21331:1891:::::::60:::11::::|h[Conqueror's Breastplate]|h|r,,4,False,Plate,Chest,,Estaris-Grobbulus
Catto-Grobbulus,10/07/20,22:51:14,1602143474-6,[Gauntlets of Steadfast Determination],21674,item:21674::::::::60,Best in Slot,3,WARRIOR,Ahn'Qiraj Temple-40 Player,Battleguard Sartura,9,531,40,|cffa335ee|Hitem:16863:927:::::::60:::::::|h[Gauntlets of Might]|h|r,,1,False,Plate,Hands,,Estaris-Grobbulus
Chameleon-Grobbulus,10/07/20,22:55:32,1602143732-16,[Qiraji Bindings of Dominance],20932,item:20932::::::::60,PVP,0,WARLOCK,Ahn'Qiraj Temple-40 Player,Princess Huhuran,9,531,40,|cffa335ee|Hitem:21335:2605:::::::60:::11::::|h[Doomcaller's Mantle]|h|r,|cff0070dd|Hitem:19684:911:::::::60:::::::|h[Bloodvine Boots]|h|r,3,False,Quest,,,Estaris-Grobbulus
Zoey-Grobbulus,10/07/20,23:56:40,1602147400-20,[Eye of C'Thun],21221,item:21221::::::::60,Best in Slot,1,MAGE,Ahn'Qiraj Temple-40 Player,C'thun,9,531,40,,,1,False,Quest,,,Estaris-Grobbulus
Mgcraisin-Grobbulus,10/07/20,22:52:42,1602143562-10,[Hive Tunneler's Boots],21645,item:21645::::::::60,Upgrade,0,DRUID,Ahn'Qiraj Temple-40 Player,Fankriss the Unyielding,9,531,40,|cff0070dd|Hitem:12553:1887:::::::60:::1::::|h[Swiftwalker Boots]|h|r,,2,False,Leather,Feet,,Estaris-Grobbulus
Shagy-Grobbulus,10/07/20,22:49:07,1602143347-3,[Pendant of the Qiraji Guardian],21700,item:21700::::::::60,Upgrade,3,WARRIOR,Ahn'Qiraj Temple-40 Player,The Prophet Skeram,9,531,40,|cffa335ee|Hitem:18404::::::::60:::11::::|h[Onyxia Tooth Pendant]|h|r,,2,False,Miscellaneous,Neck,,Estaris-Grobbulus
Colde-Grobbulus,10/07/20,21:19:44,1602137984-0,[Shin Blade of the Boar],15257,item:15257::::::1144:1769213440:60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,Silithid Royalty,9,531,40,,,2,True,Two-Handed Swords,Two-Hand,,Colde-Grobbulus
Colde-Grobbulus,10/07/20,21:35:57,1602138957-1,[Elunarian Vest],14456,item:14456::::::::60,Banking,nil,DRUID,Ahn'Qiraj Temple-40 Player,Fankriss the Unyielding,9,531,40,,,2,True,Cloth,Chest,,Colde-Grobbulus
Estaris-Grobbulus,10/07/20,22:52:19,1602143539-9,[Boots of the Unwavering Will],21706,item:21706::::::::60,Disenchant,0,DRUID,Ahn'Qiraj Temple-40 Player,The Prophet Skeram,9,531,40,|cffa335ee|Hitem:16898:911:::::::60:::::::|h[Stormrage Boots]|h|r,,1,True,Plate,Feet,,Estaris-Grobbulus
Estaris-Grobbulus,10/07/20,23:59:38,1602147578-23,[Husk of the Old God],20933,item:20933::::::::60,Offspec,0,DRUID,Ahn'Qiraj Temple-40 Player,C'thun,9,531,40,|cffa335ee|Hitem:16897:928:::::::60:::::::|h[Stormrage Chestguard]|h|r,,4,False,Quest,,,Estaris-Grobbulus
Doomkon-Grobbulus,10/08/20,00:01:07,1602147667-26,[Skin of the Great Sandworm],20931,item:20931::::::::60,PVP,0,PALADIN,Ahn'Qiraj Temple-40 Player,Ouro,9,531,40,|cff0070dd|Hitem:20700::::::::60:::11::::|h[Cenarion Reservist's Legplates]|h|r,,3,False,Quest,,,Estaris-Grobbulus
Estaris-Grobbulus,10/08/20,00:00:29,1602147629-25,[Qiraji Bindings of Dominance],20932,item:20932::::::::60,Offspec,0,DRUID,Ahn'Qiraj Temple-40 Player,Viscidus,9,531,40,|cff0070dd|Hitem:17749::::::::60:::1::::|h[Phytoskin Spaulders]|h|r,|cffa335ee|Hitem:16898:911:::::::60:::::::|h[Stormrage Boots]|h|r,4,False,Quest,,,Estaris-Grobbulus
Estaris-Grobbulus,10/08/20,00:01:15,1602147675-27,[Idol of Health],22399,item:22399::::::::60,Offspec,3,DRUID,Ahn'Qiraj Temple-40 Player,Viscidus,9,531,40,,,4,False,Idols,Relic,,Estaris-Grobbulus
