col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30
112-0380748-1561036,28-Jun-19,21-Jul-19,PendingApproval, , , , , , , ,Customer,N,N,HM0720-137,1,AMZ-PG-APP-TOO-SMALL,Y,C-Returns,StandardRefund, , ,14.99,1, , , , , , , 
111-7708279-6729046,18-Jun-19,20-Jul-19,Closed, , , , , , , ,Seller,N,N,HM0701-H-40,1,CR-MISSED_ESTIMATED_DELIVERY,Y,C-Returns,StandardRefund, , ,13.79,1, , , , , ,7.5, 
111-6498009-9709807,11-Jun-19,18-Jul-19,Closed, , , , , , , ,Customer,N,N,HM0744-241,1,AMZ-PG-APP-TOO-LARGE,Y,C-Returns,StandardRefund, , ,13.99,1, , , , , ,5.6, 
111-0878974-9961854,27-Jun-19,18-Jul-19,PendingApproval, , , , , , , ,Seller,N,N,HM0709-240,1,CR-DEFECTIVE,Y,C-Returns,StandardRefund, , ,13.79,1, , , , , , , 
114-8679475-9517838,10-Jun-19,17-Jul-19,Closed, , , , , , , ,Customer,N,N,HM0747-0141,1,AMZ-PG-APP-TOO-SMALL,Y,C-Returns,StandardRefund, , ,28.5,2, , , , , ,15.99, 
114-8679475-9517838,10-Jun-19,17-Jul-19,Closed, , , , , , , ,Customer,N,N,HM0738-141,1,AMZ-PG-APP-TOO-SMALL,Y,C-Returns,StandardRefund, , ,28.5,2, , , , , ,14.99, 
111-1182764-9409066,9-Jul-19,14-Jul-19,PendingApproval, , , , , , , ,Seller,N,N,HM0740-3240,1,CR-MISSED_ESTIMATED_DELIVERY,Y,C-Returns,StandardRefund, , ,15.59,1, , , , , , , 
111-0830642-8308254,10-Jun-19,13-Jul-19,Closed, , , , , , , ,Customer,N,N,HM0722-H-38,1,AMZ-PG-APP-STYLE,Y,C-Returns,StandardRefund, , ,15.99,1, , , , , ,15.99, 
112-9887950-2421063,18-Jun-19,13-Jul-19,Closed, , , , , , , ,Customer,N,N,HM0701-B-40,1,AMZ-PG-APP-TOO-SMALL,Y,C-Returns,StandardRefund, , ,13.99,1, , , , , ,5.6, 
114-6342033-4791456,22-Jun-19,10-Jul-19,Closed, , , , , , , ,Customer,N,N,HM0731-H-38,1,AMZ-PG-APP-TOO-LARGE,Y,C-Returns,StandardRefund, , ,16.99,1, , , , , ,16.99, 
112-3051742-5164224,19-Jun-19,10-Jul-19,Closed, , , , , , , ,Seller,N,N,HM0731-Y-42,1,CR-MISSED_ESTIMATED_DELIVERY,Y,C-Returns,StandardRefund, , ,15.63,1, , , , , ,8.5, 
114-5983567-0855405,1-Jun-19,9-Jul-19,PendingApproval, , , , , , , ,Seller,N,N,HM0722-L-37,1,AMZ-PG-BAD-DESC,Y,C-Returns,StandardRefund, , ,15.99,1, , , , , , , 
114-3954508-4289845,2-Jun-19,8-Jul-19,Closed, , , , , , , ,Customer,N,N,HM0731-Z-41,1,AMZ-PG-APP-STYLE,Y,C-Returns,StandardRefund, , ,33.98,2, , , , , ,13.5, 
114-3954508-4289845,2-Jun-19,8-Jul-19,Closed, , , , , , , ,Customer,N,N,HM0728-1841,1,AMZ-PG-APP-STYLE,Y,C-Returns,StandardRefund, , ,33.98,2, , , , , ,12, 
113-1820178-9937025,11-Jun-19,7-Jul-19,Closed, , , , , , , ,Customer,N,N,HM0722-H-38,1,CR-QUALITY_UNACCEPTABLE,Y, , , , ,15.99,1, , , , , ,15.99, 
113-1820178-9937025,11-Jun-19,7-Jul-19,Closed, , , , , , , ,Customer,N,N,HM0722-H-38,1,AMZ-PG-APP-TOO-LARGE,Y,C-Returns,StandardRefund, , ,15.99,1, , , , , , , 
112-0554678-0636201,16-Jun-19,6-Jul-19,Closed, , , , , , , ,Seller,N,N,HM0709-240,1,CR-MISSED_ESTIMATED_DELIVERY,Y,C-Returns,StandardRefund, , ,14.99,1, , , , , ,7.5, 
111-9975988-2453864,15-Jun-19,5-Jul-19,Closed, , , , , , , ,Customer,N,N,HM0731-H-38,1,AMZ-PG-MISORDERED,Y,C-Returns,StandardRefund, , ,16.99,1, , , , , ,16.99, 
113-1492555-6269028,30-May-19,4-Jul-19,Closed, , , , , , , ,Seller,N,N,HM0722-H-39,1,CR-MISSED_ESTIMATED_DELIVERY,Y,C-Returns,StandardRefund, , ,15.99,1, , , , , ,15.99, 
111-7134125-1859439,17-Jun-19,4-Jul-19,Closed, , , , , , , ,Customer,Y,N,HM0722-B-39,1,AMZ-PG-APP-TOO-SMALL,Y,C-Returns,StandardRefund, , ,14.71,1, , , , , ,15.99, 
113-9332371-6156223,30-Jun-19,1-Jul-19,Closed, , , , , , , ,Customer,N,N,HM0740-3237,1,CR-ORDERED_WRONG_ITEM,Y,C-Returns,StandardRefund, , ,15.99,1, , , , , ,15.99, 
