col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31
31,6/11/15,C,9,2,10,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,6/11/15,C,10,3,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,6/11/15,C,11,2,2,3,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,6/11/15,D,4,3,5,32,0,0,0,2,12,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
38,6/11/15,D,5,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,6/11/15,D,6,3,31,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,6/11/15,D,7,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,6/11/15,D,8,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,6/11/15,D,9,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,6/11/15,D,10,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,6/11/15,D,11,2,0,20,1,0,0,1,32,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,7/26/15,A,4,3,0,91,0,0,41,29,1641,16,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,7/26/15,A,5,2,447,17,1,0,0,881,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,7/26/15,A,6,3,7,5,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,7/26/15,A,7,2,61,2,53,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,7/26/15,A,8,3,0,4,54,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,7/26/15,A,9,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,7/26/15,A,10,3,124,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,7/26/15,A,11,2,0,15,0,0,33,2,2929,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,7/26/15,B,4,3,0,7,0,0,4,11,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,7/26/15,B,5,2,19,0,18,0,0,102,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,7/26/15,B,6,3,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,7/26/15,B,8,3,348,4,604,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,7/26/15,B,9,2,56,2,33,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,7/26/15,B,10,3,199,27,320,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,7/26/15,B,11,2,0,4,0,0,0,6,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,7/26/15,C,4,3,0,29,0,0,17,18,89,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,7/26/15,C,5,2,11,3,24,0,0,133,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,7/26/15,C,6,3,15,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,7/26/15,C,7,2,2,0,53,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,7/26/15,C,8,3,8,0,21,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,7/26/15,C,9,2,82,0,1818,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,7/26/15,C,10,3,99,0,184,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,7/26/15,C,11,2,0,0,0,0,0,12,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,7/26/15,D,4,3,0,51,0,0,0,14,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,7/26/15,D,5,2,0,2,30,0,0,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,7/26/15,D,6,3,14,2,13,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,7/26/15,D,7,2,34,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,7/26/15,D,8,3,157,0,162,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,7/26/15,D,9,2,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,7/26/15,D,10,3,24,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,7/26/15,D,11,2,0,43,0,0,2,48,1388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,6/29/15,A,4,3,0,349,0,0,67,50,172,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,6/29/15,A,5,2,65,46,3,0,0,1,92,0,1,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,6/29/15,A,6,3,73,2,11,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,6/29/15,A,7,2,40,17,298,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,6/29/15,A,8,3,7,0,17,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,6/29/15,A,9,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,6/29/15,A,10,3,62,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,6/29/15,A,11,2,0,121,1,0,90,16,393,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,6/29/15,B,4,3,0,352,0,0,27,7,285,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,6/29/15,B,5,2,34,6,10,0,0,2,50,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0
105,6/29/15,B,6,3,31,7,0,0,0,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,6/29/15,B,8,3,2,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,6/29/15,B,9,2,86,0,89,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,6/29/15,B,10,3,16,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,6/29/15,B,11,2,0,6,1,0,0,0,235,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,6/29/15,C,4,3,0,6,0,0,2,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,6/29/15,C,5,2,6,2,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,6/29/15,C,6,3,5,2,0,0,0,1,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,6/29/15,C,7,2,4,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,6/29/15,C,8,3,27,0,84,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,6/29/15,C,9,2,31,0,2,0,0,0,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,6/29/15,C,10,3,27,0,3,1,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,6/29/15,C,11,2,0,115,0,0,87,25,215,1,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,6/29/15,D,4,3,0,109,0,0,0,57,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,6/29/15,D,5,2,0,4,0,0,0,11,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,6/29/15,D,6,3,50,38,0,0,0,3,17,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
128,6/29/15,D,7,2,42,0,1,7,0,0,27,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,6/29/15,D,8,3,0,0,0,0,0,0,21,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,6/29/15,D,9,2,96,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,6/29/15,D,10,3,35,0,0,2,0,0,82,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,6/29/15,D,11,2,0,6,0,0,0,6,77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
