col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41
479516,April Snyder,April Snyder,,2004-04-09,,Data not collected,,,,April Snyder,,,2,,1,,1,0.0,0,0.0,0,0.0,,,1,0,0,0,,1/14/07,10/14/15,10/15/15 4:41,,,,,, ,,"51108 Goodwin Flats Apt. 764
Lake Bobby, IL 82213",1
479522,Dana Nguyen,Dana Nguyen,,2001-10-15,,Both alcohol and drug abuse,,,,Dana Nguyen,,,1,,1,,1,1.0,1,0.0,1,0.0,,,1,0,0,0,,9/20/06,10/16/15,10/16/15 22:20,,,,,, ,,"6582 Vanessa Oval
New Richard, NE 68819",1
479549,Cheryl Bradley,Cheryl Bradley,486805327.0,1972-09-05,,Alcohol abuse,,,,Cheryl Bradley,,,9,,1,,1,1.0,1,0.0,1,0.0,,,1,0,0,0,,12/18/07,9/11/15,9/12/15 20:11,,,,,, ,,"7389 Alec Squares Suite 508
Port Jonathan, FL 50177",1
479564,Walter Pratt,Walter Pratt,,2010-08-04,,No,,,,Walter Pratt,,,9,,1,,1,1.0,0,0.0,0,0.0,,,1,0,0,0,,1/31/07,3/28/15,10/5/15 10:30,,,,,, ,,"18013 Billy Bridge Suite 522
Schmitthaven, NC 66355",1
479637,Bobby Flores,Bobby Flores,552074720.0,1976-11-13,,No,,,,Bobby Flores,,,8,,1,,1,0.0,0,0.0,1,,,,1,0,0,0,,2/23/07,4/28/14,10/29/14 8:47,,,,,, ,,"891 Bullock Ford
Amandachester, NJ 51431",1
479638,Tasha Rodriguez,Tasha Rodriguez,,2017-08-03,,Alcohol abuse,,,,Tasha Rodriguez,,,99,,1,,1,1.0,1,0.0,0,0.0,,,1,0,0,0,,2/24/07,12/15/14,7/24/15 9:58,,,,,, ,,"02489 Cook Park
Sherriport, MT 50853",1
479726,Michelle Kelley,Michelle Kelley,,1996-08-17,,Client doesn't know,,,,Michelle Kelley,,,99,,1,,1,1.0,1,0.0,1,1.0,,,1,0,0,0,,10/5/13,10/15/15,10/16/15 7:25,,,,,, ,,"23450 Timothy Divide
Wuland, UT 20341",1
479766,Kimberly Maynard,Kimberly Maynard,503337495.0,1983-07-27,1.0,Alcohol Abuse,,,,Kimberly Maynard,,,99,,1,,1,0.0,1,0.0,1,,,,1,0,0,0,,3/10/07,1/16/14,9/13/14 6:49,,,,,, ,,"0976 Williams Mountains Apt. 009
Lake Mario, OH 85565",1
479888,Laurie Wallace,Laurie Wallace,,1987-09-14,,Drug Abuse,,,,Laurie Wallace,,,99,,1,,1,0.0,0,0.0,0,0.0,,,1,0,0,0,,5/29/07,10/10/15,10/11/15 3:58,,,,,, ,,"1097 Santos Springs Suite 264
New Michelleborough, WY 51884",1
479909,Janice Johnston,Janice Johnston,,1994-05-26,,Both alcohol and drug abuse,,,,Janice Johnston,,,1,,1,,1,1.0,1,0.0,1,1.0,,,1,0,0,0,,6/11/07,6/29/14,10/9/15 13:02,,,,,, ,,"5100 Scott Burg
East Clayton, SC 66353",1
479955,Collin Lopez,Collin Lopez,611135207.0,2019-10-14,,Both alcohol and drug abuse,,,,Collin Lopez,,,2,,1,,1,0.0,0,0.0,1,0.0,,,0,1,0,0,,6/24/07,5/11/15,7/23/15 9:48,,,,,, ,,"412 Snow Manors Apt. 161
South Kimtown, NV 57004",1
480035,Mary Alvarez,Mary Alvarez,,2001-12-31,,Both alcohol and drug abuse,,,,Mary Alvarez,,,0,,1,,1,1.0,1,0.0,1,0.0,,,0,1,0,0,,4/6/07,10/30/14,4/7/15 16:54,,,,,, ,,"5415 David Square
West Michaeltown, IN 48447",1
480043,Peter Mcdowell,Peter Mcdowell,974931977.0,2008-10-09,,Both alcohol and drug abuse,,,,Peter Mcdowell,,,0,,1,,1,0.0,1,1.0,0,0.0,,,1,0,0,0,,8/5/07,10/15/15,10/16/15 4:00,,,,,, ,,"03104 Norris Rapids
Port Donald, DE 62982",1
480096,Sarah Villanueva,Sarah Villanueva,,1981-07-13,1.0,Both Alcohol and Drug Abuse,,,,Sarah Villanueva,,,0,,1,,1,1.0,1,0.0,1,0.0,,,1,0,0,0,,9/13/07,10/14/15,10/15/15 4:05,,,,,, ,,"03557 Phillips Wells Suite 291
New Beverlyburgh, FL 16915",1
480145,Kimberly Myers,Kimberly Myers,8928.0,2017-06-24,,Alcohol abuse,,,,Kimberly Myers,,,0,,1,,1,1.0,1,0.0,1,0.0,,,1,0,0,0,,9/9/07,10/4/15,10/5/15 4:23,,,,,, ,,"332 Watson Shore Apt. 290
Millerland, MT 39742",1
480187,Desiree Cain,Desiree Cain,351485974.0,2015-10-10,,Both alcohol and drug abuse,,,,Desiree Cain,,,1,,1,,1,1.0,0,0.0,1,1.0,,,1,0,0,0,,9/17/07,7/6/15,10/8/15 10:25,,,,,, ,,"645 John Roads
Danahaven, MS 54060",1
480269,Stephanie Lawrence,Stephanie Lawrence,,1983-11-04,,No,,,,Stephanie Lawrence,,,1,,1,,1,1.0,1,0.0,1,0.0,,,1,0,0,0,,10/27/07,1/15/15,1/20/15 8:49,,,,,, ,,"3547 Stephanie Underpass Apt. 418
Port Jacqueline, HI 55774",1
480270,Lauren Hayes,Lauren Hayes,,2022-03-21,,No,,,,Lauren Hayes,,,0,,1,,1,0.0,0,0.0,1,0.0,,,1,0,0,0,,10/24/07,10/16/15,10/16/15 19:33,,,,,, ,,"5825 Welch Corners
Fischerport, UT 59363",1
480327,Whitney Stark,Whitney Stark,910209312.0,1973-12-13,,Client refused,,,,Whitney Stark,,,1,,1,,1,1.0,1,0.0,1,0.0,,,1,0,0,0,,11/21/07,10/16/15,10/16/15 18:15,,,,,, ,,"41489 Roger Terrace
Davisfort, IN 71770",1
480330,Angela Salazar,Angela Salazar,5636.0,2016-01-07,,Alcohol abuse,,,,Angela Salazar,,,1,,1,,1,1.0,0,0.0,1,1.0,,,1,0,0,0,,11/16/07,11/13/14,10/8/15 9:46,,,,,, ,,"014 Aaron Locks Suite 714
Justinborough, CO 05147",1
480363,Mr. Ryan Sanchez,Mr. Ryan Sanchez,362130320.0,1980-10-07,,No,,,,Mr. Ryan Sanchez,,,2,,1,,1,0.0,1,0.0,0,0.0,,,1,0,0,0,,12/9/07,10/16/15,10/16/15 18:31,,,,,, ,,"8518 Pamela Track Apt. 164
Aprilshire, SC 28062",1
480386,Autumn Robinson,Autumn Robinson,,1981-01-08,,Alcohol abuse,,,,Autumn Robinson,,,0,,1,,1,0.0,1,0.0,1,0.0,,,1,0,0,0,,12/17/07,8/13/15,8/16/15 20:07,,,,,, ,,"864 Ramos Port Apt. 211
Moralesmouth, OH 88090",1
480406,Faith Cabrera,Faith Cabrera,,1993-04-18,,Both alcohol and drug abuse,,,,Faith Cabrera,,,0,,1,,1,1.0,1,0.0,1,0.0,,,1,0,0,0,,12/20/07,10/14/15,10/15/15 4:03,,,,,, ,,"637 Neal Island Suite 074
Lake Tyler, RI 28775",1
480505,Charles Wolfe,Charles Wolfe,678079536.0,2006-01-12,,Alcohol abuse,,,,Charles Wolfe,,,0,,1,,1,0.0,0,0.0,1,1.0,,,1,0,0,0,,8/24/07,9/3/15,10/8/15 14:43,,,,,, ,,"0811 Smith Canyon Apt. 904
Jessicabury, WV 75585",1
480542,Kenneth Kent,Kenneth Kent,6086.0,1987-01-22,,,,,,Kenneth Kent,,,99,,1,,1,,1,,1,,,,1,0,0,0,,1/18/08,10/16/15,10/16/15 5:53,,,,,, ,,"7562 Fisher Spur
Hernandezberg, MD 17438",1
480698,Melanie Johnson,Melanie Johnson,,1977-12-23,,Drug abuse,,,,Melanie Johnson,,,99,,1,,1,1.0,1,0.0,1,0.0,,,1,0,0,0,,2/11/08,10/16/15,10/16/15 0:16,,,,,, ,,"5667 Blair Underpass
South Shelby, VT 07027",1
480718,Lisa Johnston,Lisa Johnston,,2010-08-12,,Alcohol Abuse,,,,Lisa Johnston,,,99,,1,,1,0.0,1,0.0,1,1.0,,,1,0,0,0,,2/12/08,1/20/14,9/13/14 6:49,,,,,, ,,"PSC 0312, Box 5023
APO AP 39498",1
480914,Jacob Hooper,Jacob Hooper,999999999.0,2000-02-06,,Drug abuse,,,,Jacob Hooper,,,99,,1,,1,1.0,0,1.0,1,0.0,,,1,0,0,0,,2/7/07,10/2/15,10/3/15 4:38,,,,,, ,,"6708 Carpenter Overpass Suite 735
Bobbyton, MI 01008",1
480922,Alex Woodward,Alex Woodward,,2015-04-18,,Drug abuse,,,,Alex Woodward,,,9,,1,,1,1.0,1,0.0,1,1.0,,,1,0,0,0,,1/11/06,10/16/15,10/16/15 20:45,,,,,, ,,"16396 Shawn Junction
New Nicolemouth, ND 60236",1
480924,Caleb Clark,Caleb Clark,,1981-11-24,,No,,,,Caleb Clark,,,9,,1,,1,0.0,0,0.0,1,0.0,,,1,0,0,0,,6/7/07,8/15/15,9/23/15 20:24,,,,,, ,,"PSC 4080, Box 3513
APO AP 45818",1
480926,Taylor Johnson,Taylor Johnson,,1970-11-25,1.0,Both alcohol and drug abuse,,,,Taylor Johnson,,,9,,1,,1,1.0,0,0.0,1,0.0,,,1,0,0,0,,1/6/06,10/15/15,10/16/15 4:01,,,,,, ,,"4486 Olson Well
North Kevin, CA 01707",1
