col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29
Yes,T0012AA,Oliver,King,11/04/1995,The Crown,LT3,LT3-A-2-003,Yes,DELIUS_USER3,RO_USER3,Trevor,Smith,2,26/01/2018,03/03/2020,15/07/2020,15/01/2022,,,,,,,,,,No,3 years 11 months 10 days,"seed_data_pkg.create_prisoner('T0012AA', 'OLIVER', 'KING', 'THE CROWN', 'KING', '1995-04-11', 'LT3', 'LT3-A-2-3', '2018-01-26', '2020-03-03', '2020-07-15', 'DELIUS_USER3', 'RO_USER3', 'TREVOR', 'SMITH');"
Yes,T0013AA,Faith,Bower,21/04/1995,Lady,LT3,LT3-A-2-004,Yes,DELIUS_USER4,RO_USER4,David,Ball,2,25/04/2018,30/12/2019,24/03/2020,24/03/22,24/03/22,,,,,,,,,No,3 years 11 months,"seed_data_pkg.create_prisoner('T0013AA', 'FAITH', 'BOWER', 'LADY', 'BOWER', '1995-04-21', 'LT3', 'LT3-A-2-4', '2018-04-25', '2019-12-30', '2020-03-24', 'DELIUS_USER4', 'RO_USER4', 'DAVID', 'BALL');"
No,T0014AA,Michelle,North,01/05/1995,Chelle,LT3,LT3-A-2-005,Yes,DELIUS_USER4,RO_USER4,David,Ball,2,23/03/2018,04/04/2018,22/06/2018,22/09/18,22/09/18,22/06/19,03/04/18,22/11/18,23/06/18,02/09/18,22/02/19,22/09/19,02/09/19,Yes,6 months 5 months consec,"seed_data_pkg.create_prisoner('T0014AA', 'MICHELLE', 'NORTH', 'CHELLE', 'NORTH', '1995-05-01', 'LT3', 'LT3-A-2-5', '2018-03-23', '2018-04-04', '2018-06-22', 'DELIUS_USER4', 'RO_USER4', 'DAVID', 'BALL');"
Yes,T0015AA,Kylie,Stewart,11/05/1995,Lucky,LT3,LT3-A-2-006,Yes,DELIUS_USER4,RO_USER4,David,Ball,2,03/03/2018,03/06/2018,02/09/2018,02/12/18,02/03/19,02/09/19,,,,,,,,No,12 months,"seed_data_pkg.create_prisoner('T0015AA', 'KYLIE', 'STEWART', 'LUCKY', 'STEWART', '1995-05-11', 'LT3', 'LT3-A-2-6', '2018-03-03', '2018-06-03', '2018-09-02', 'DELIUS_USER4', 'RO_USER4', 'DAVID', 'BALL');"
Yes,T0016AA,Caroline,Tucker,21/05/1995,CT,LT3,LT3-A-2-007,Yes,DELIUS_USER4,RO_USER4,David,Ball,2,01/06/2018,31/08/2018,30/11/2018,31/05/19,31/05/19,30/11/19,,,,,,,,No,12 months,"seed_data_pkg.create_prisoner('T0016AA', 'CAROLINE', 'TUCKER', 'CT', 'TUCKER', '1995-05-21', 'LT3', 'LT3-A-2-7', '2018-06-01', '2018-08-31', '2018-11-30', 'DELIUS_USER4', 'RO_USER4', 'DAVID', 'BALL');"
Yes,T0017AA,Felicity,Carr,31/05/1995,,LT3,LT3-A-2-008,Yes,DELIUS_USER5,RO_USER5,Julie,Wood,2,30/03/2018,14/04/2019,29/06/2019,29/09/20,29/09/20,,,,,,,,,No,2 years 6 months,"seed_data_pkg.create_prisoner('T0017AA', 'FELICITY', 'CARR', '', 'CARR', '1995-05-31', 'LT3', 'LT3-A-2-8', '2018-03-30', '2019-04-14', '2019-06-29', 'DELIUS_USER5', 'RO_USER5', 'JULIE', 'WOOD');"
No,T00018AA,Lillian,Short,10/06/1995,Lanky,LT3,LT3-A-2-009,Yes,DELIUS_USER5,RO_USER5,Julie,Wood,1,20/10/2017,,18/01/2018,18/04/18,18/04/18,18/01/19,,,,,,,,No,6 months,"seed_data_pkg.create_prisoner('T00018AA', 'LILLIAN', 'SHORT', 'LANKY', 'SHORT', '1995-06-10', 'LT3', 'LT3-A-2-9', '2017-10-20', null, '2018-01-18', 'DELIUS_USER5', 'RO_USER5', 'JULIE', 'WOOD');"
No,T0019AA,Julia,Nolan,20/06/1995,,LT3,LT3-A-2-010,Yes,DELIUS_USER5,RO_USER5,Julie,Wood,1,14/12/2017,,30/07/2018,29/03/19,29/03/19,,,,,,,,,Yes,15 months,"seed_data_pkg.create_prisoner('T0019AA', 'JULIA', 'NOLAN', '', 'NOLAN', '1995-06-20', 'LT3', 'LT3-A-2-10', '2017-12-14', null, '2018-07-30', 'DELIUS_USER5', 'RO_USER5', 'JULIE', 'WOOD');"
Yes,T0020AA,Dan,Slater,30/06/1995,Desperate,LT3,LT3-A-3-001,Yes,DELIUS_USER6,RO_USER6,Lydia,Hume,1,26/01/2018,,02/02/2018,14/02/18,14/02/18,02/02/19,30/01/18,29/01/20,29/10/18,29/01/19,29/01/20,29/01/20,,No,14 days 2 years consec,"seed_data_pkg.create_prisoner('T0020AA', 'DAN', 'SLATER', 'DESPERATE', 'SLATER', '1995-06-30', 'LT3', 'LT3-A-3-1', '2018-01-26', null, '2018-02-02', 'DELIUS_USER6', 'RO_USER6', 'LYDIA', 'HUME');"
No,T0021AA,Warren,Randall,10/07/1995,Woz,LT3,LT3-A-3-002,Yes,DELIUS_USER6,RO_USER6,Lydia,Hume,1,26/01/2018,26/10/18,25/01/2019,25/01/20,25/01/20,,23/05/18,25/01/23,,25/07/20,25/01/23,25/01/23,,No,2 years 3 years consec,"seed_data_pkg.create_prisoner('T0021AA', 'WARREN', 'RANDALL', 'WOZ', 'RANDALL', '1995-07-10', 'LT3', 'LT3-A-3-2', '2018-01-26', '2018-10-26', '2019-01-25', 'DELIUS_USER6', 'RO_USER6', 'LYDIA', 'HUME');"
