col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51
84421,31,242,2182,2/24/2010,2/24/2010,434.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,152,2
69239,31,242,2182,3/15/2010,4/26/2010,674.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,152,2
33636,31,242,2182,3/18/2010,3/18/2011,1100.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,152,2
61985,31,242,2182,3/31/2009,3/18/2011,60.0,1.0,1.0,0.0,,0.0,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,2.0,0.0,,,,,3,,,,,,,,,,,152,1
62008,31,242,2182,3/31/2009,1/4/2010,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,,,,,,4.0,0.0,,,,,3,,,,,,,,,,,152,1
62009,31,242,2182,3/31/2009,1/4/2010,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,,,,,,4.0,0.0,,,,,3,,,,,,,,,,,152,1
62011,31,242,2182,3/31/2009,1/4/2010,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,,,,,,4.0,0.0,,,,,3,,,,,,,,,,,152,1
84421,31,242,2182,3/4/2010,3/5/2010,434.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,,,,,,3.0,1.0,5/14/2010,,,,3,,,,,,,,,,,152,3
84422,31,242,2182,3/4/2010,3/29/2011,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,,,0.0,,,0.0,,,,,,,,,,4.0,0.0,,,,,3,,,,,,,,,,,152,3
84423,31,242,2182,3/4/2010,3/5/2010,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,,,,,,2.0,0.0,,,,,3,,,,,,,,,,,152,3
69239,31,242,2182,5/1/2009,4/26/2010,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,152,2
86711,31,242,2182,6/1/2010,3/18/2011,0.0,,,0.0,,0.0,,9.0,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,,3,,,,,,,,,,,152,3
86712,31,242,2182,6/1/2010,3/18/2011,400.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,,1.0,,1.0,0.0,,,,,,,,,,,0.0,,,,,3,,,,,,,,,,,152,1
30486,31,242,2182,7/1/2010,3/18/2011,500.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,,,,,,5.0,0.0,,,,,3,,,,,,,,,,,152,1
86711,31,242,2182,7/1/2010,3/18/2011,0.0,,,0.0,,0.0,,9.0,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,,3,,,,,,,,,,,152,1
84422,31,242,2182,9/1/2010,3/29/2011,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,,,0.0,,,0.0,,,,,,,,,,4.0,0.0,,,,,3,,,,,,,,,,,152,1
77525,31,242,2182,9/28/2009,4/30/2010,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,152,2
77525,31,242,2182,9/8/2009,9/8/2009,0.0,0.0,0.0,1.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,,,,,,2.0,0.0,,,,,3,,,,,,,,,,,152,1
77526,31,242,2182,9/8/2009,4/30/2010,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,,,,,,1.0,0.0,,,,,3,,,,,,,,,,,152,1
