col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29
Sean Green,1115008,11107.0,1.0,1.0,11.0,8.0,Ouest,Port-Au-Prince,Port-Au-Prince,"1427 Odonnell Rapids
North Troyport, NH 07035",18.53,-72.34,,Sean Green,ryan08@yahoo.com,Clinic,Public,,Access HHFML 05-20-10. GROUPED GEOCODE.,,,,,,,06/05/2010 08:31 EST,0.0,0.0,
Kimberly Smith,1115009,11108.0,1.0,1.0,11.0,9.0,Ouest,Port-Au-Prince,Port-Au-Prince,"81206 Stewart Forest Apt. 089
East Davidborough, ME 37198",18.53,-72.34,,Kimberly Smith,lyonspeter@howard-dennis.org,Clinic,Mixed,,"GROUPED GEOCODE   PAHO Comment:   |,   Coord Source:  ME/MSPP2010; 2009_MSPP_database || ",,,,,,,06/05/2010 08:31 EST,0.0,0.0,
Jennifer Summers,1115010,11109.0,1.0,1.0,11.0,10.0,Ouest,Port-Au-Prince,Port-Au-Prince,"76104 Marsh Crescent
Dennishaven, SD 85034",18.54887,-72.32408,,Jennifer Summers,tammybrown@moore.com,Clinic,Mixed,,"   PAHO Comment:   |,   Coord Source:  ME/MSPP2010; 2009_MSPP_database; (Coords: 2005_MSPP) || ",,,,,,,06/05/2010 08:31 EST,0.0,0.0,
April Snyder,1115011,11110.0,1.0,1.0,11.0,11.0,Ouest,Port-Au-Prince,Port-Au-Prince,"0003 Grant Lakes
Port Karafort, SD 60619",18.53,-72.34,,April Snyder,alexandermaldonado@hotmail.com,Clinic,,,"GROUPED GEOCODE   PAHO Comment:   |,   Coord Source:  ME/MSPP2010; 2009_MSPP_database || ",,,,,,,06/05/2010 08:31 EST,0.0,0.0,
Dana Nguyen,1115012,11111.0,1.0,1.0,11.0,12.0,Ouest,Port-Au-Prince,Port-Au-Prince,"236 Smith Drive Suite 555
West Kimberlyton, KY 21978",18.53,-72.34,,Dana Nguyen,paul42@hotmail.com,Clinic,,,"GROUPED GEOCODE   PAHO Comment:   |,   Coord Source:  ME/MSPP2010; 2009_MSPP_database || ",,,,,,,06/05/2010 08:32 EST,0.0,0.0,
Cheryl Bradley,1115013,11112.0,1.0,1.0,11.0,13.0,Ouest,Port-Au-Prince,Port-Au-Prince,"6824 Timothy Garden Apt. 428
West Richardmouth, MT 14742",18.53,-72.34,,Cheryl Bradley,vharmon@williams.info,Clinic,,,"GROUPED GEOCODE   PAHO Comment:   |,   Coord Source:  ME/MSPP2010; 2009_MSPP_database || ",,,,,,,06/05/2010 08:31 EST,0.0,0.0,
Walter Pratt,1115014,11113.0,1.0,1.0,11.0,14.0,Ouest,Port-Au-Prince,Port-Au-Prince,"5517 Holly Meadow Apt. 452
Lake Anne, SC 11894",18.53,-72.34,,Walter Pratt,emily99@gmail.com,Clinic,,,"GROUPED GEOCODE   PAHO Comment:   |,   Coord Source:  ME/MSPP2010; 2009_MSPP_database || ",,,,,,,06/05/2010 08:30 EST,0.0,0.0,
Bobby Flores,1115015,11114.0,1.0,1.0,11.0,15.0,Ouest,Port-Au-Prince,Port-Au-Prince,"30601 Hawkins Highway
Morashire, TX 28976",18.53,-72.34,,Bobby Flores,pgoodman@gmail.com,Clinic,,,"TENTATIVE DELETE - see 1119094 also GROUPED GEOCODE   PAHO Comment:   |,   Coord Source:  ME/MSPP2010; 2009_MSPP_database || ",,,,,,,06/05/2010 08:33 EST,0.0,0.0,
Tasha Rodriguez,1115016,11115.0,1.0,1.0,11.0,16.0,Ouest,Port-Au-Prince,Port-Au-Prince,"49263 Wilson View Apt. 873
South Raymondborough, AZ 28798",18.53,-72.34,,Tasha Rodriguez,hollymoore@walsh.org,Clinic,,,"GROUPED GEOCODE   PAHO Comment:   |,   Coord Source:  ME/MSPP2010; 2009_MSPP_database || ",,,,,,,06/05/2010 08:31 EST,0.0,0.0,
Michelle Kelley,1115017,11116.0,1.0,1.0,11.0,17.0,Ouest,Port-Au-Prince,Port-Au-Prince,"76582 Vanessa Oval
New Richard, NE 68819",18.53,-72.34,,Michelle Kelley,moralesjacqueline@yahoo.com,Clinic,,,"GROUPED GEOCODE   PAHO Comment:   |,   Coord Source:  ME/MSPP2010; 2009_MSPP_database || ",,,,,,,06/05/2010 08:32 EST,0.0,0.0,
Kimberly Maynard,1115018,11117.0,1.0,1.0,11.0,18.0,Ouest,Port-Au-Prince,Port-Au-Prince,"7389 Alec Squares Suite 508
Port Jonathan, FL 50177",18.53,-72.34,,Kimberly Maynard,seangreen@griffin.net,Clinic,,,"GROUPED GEOCODE   PAHO Comment:   |,   Coord Source:  ME/MSPP2010; 2009_MSPP_database || ",,,,,,,06/05/2010 08:32 EST,0.0,0.0,
Laurie Wallace,1115019,11118.0,1.0,1.0,11.0,19.0,Ouest,Port-Au-Prince,Port-Au-Prince,"18013 Billy Bridge Suite 522
Schmitthaven, NC 66355",18.5259,-72.3351, POC: 509-3749-7019,Laurie Wallace,simpsonlarry@williams-carson.biz,Clinic,,,"Geocodes updated to match HHFMLv7.  Other data updated from PARC report 2-9-2010.; No mattresses.  Services in function: Psychiatry, Patient ward.  Number of patients seen daily in outpatient clinic: 9.  Trend in patient flow in last 3 days: increase.  Increase in cases reported in last 3 days: Mental instability.  Capacity for additional patients: Yes, as most patients have been sent back in their families.  Deceased and wounded among personnel: Deceased: 1 administrative assistant, Missing: 1 cleaner.  % of staff back to work: 15%. Nurses / Auxiliairies: 6 Others: 2 psychiatrists Needs in personnel by profession and specialty: Psychiatrists, psychologists Current sources of supply: None, waiting for supplies from the West Department Bureau. Use of the national PROMESS system? No. Needs in material: All supplies exhausted. Comments: Patients on site are in a very bad care situation.",02/11/2010 09:40 EST,Open,Significant Deficiencies,,,,02/11/2010 09:21 EST,70.0,15.0,
