col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24
67,1.0,0,12,4,1,0.0,,1.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,
68,,0,1,0,1,-1.0,,,,,,,,,,,,,,,,,,
69,1.0,0,12,6,1,-1.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,,,
71,,0,6,0,0,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,,,,,
73,,0,1,1,0,1.0,,,,,,,,,,,,,,,,,,
75,1.0,0,12,7,5,-1.0,,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,,,,,,
77,1.0,0,12,4,3,-1.0,,1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,0.0,,,,,,
78,,0,5,0,1,0.0,,,0.0,,,-1.0,,,,,0.0,0.0,,,,,,
79,1.0,1,13,3,2,-1.0,,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,
83,2.0,0,8,6,0,0.0,,,1.0,,1.0,1.0,1.0,,1.0,1.0,,0.0,,,,,,
84,1.0,0,13,6,5,-1.0,,0.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,1.0,-1.0,1.0,1.0,,,,,
86,3.0,0,13,6,4,1.0,,1.0,0.0,-1.0,1.0,-1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,1.0,,,,,
87,0.0,0,8,1,0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,1.0,,,,,
88,3.0,0,13,0,13,-1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,
90,1.0,0,13,3,1,0.0,,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
92,1.0,0,13,3,3,-1.0,,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,,,,,
93,0.0,0,8,0,1,0.0,,-1.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,,,,,
95,1.0,0,13,6,3,-1.0,,1.0,0.0,0.0,1.0,-1.0,1.0,-1.0,0.0,1.0,1.0,0.0,1.0,,,,,
100,1.0,0,11,6,4,-1.0,,1.0,-1.0,-1.0,1.0,-1.0,1.0,,,1.0,0.0,1.0,1.0,,,,,
103,,0,1,0,1,-1.0,,,,,,,,,,,,,,,,,,
104,,0,5,4,1,1.0,,1.0,,,1.0,,,,,,,-1.0,1.0,,,,,
105,1.0,0,9,5,3,-1.0,,1.0,-1.0,1.0,1.0,-1.0,,,0.0,1.0,,1.0,,,,,,
106,1.0,0,7,3,4,-1.0,,,-1.0,1.0,1.0,-1.0,,-1.0,,,,,1.0,,,,,
108,1.0,0,13,7,6,-1.0,,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,,,,,
109,1.0,0,10,6,3,-1.0,,1.0,-1.0,-1.0,1.0,,,,0.0,1.0,1.0,1.0,1.0,,,,,
110,1.0,0,13,5,2,0.0,,1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,
112,0.0,0,13,1,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
113,1.0,0,13,6,2,0.0,,1.0,0.0,0.0,1.0,-1.0,1.0,-1.0,1.0,1.0,0.0,0.0,1.0,,,,,
114,1.0,0,13,7,3,-1.0,,1.0,0.0,0.0,1.0,-1.0,1.0,0.0,1.0,1.0,1.0,-1.0,1.0,,,,,
115,2.0,0,13,5,1,-1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,
117,1.0,2,15,8,3,-1.0,,1.0,0.0,0.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,,
119,1.0,0,15,5,0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,
121,0.0,2,17,4,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0,
122,1.0,0,9,5,1,0.0,,0.0,,,1.0,,1.0,0.0,,,-1.0,1.0,1.0,,1.0,,,
129,1.0,0,7,2,3,-1.0,,,-1.0,0.0,,,,,0.0,1.0,,-1.0,,1.0,,,,
130,,0,1,1,0,1.0,,,,,,,,,,,,,,,,,,
132,0.0,1,17,3,1,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0
133,0.0,0,16,12,4,1.0,,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,
136,3.0,0,13,6,6,1.0,,-1.0,-1.0,0.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,,,,,
142,1.0,0,16,7,4,-1.0,,1.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,-1.0,1.0,,1.0
143,1.0,0,16,7,0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,1.0,1.0,,1.0
144,3.0,0,15,6,9,-1.0,,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,,1.0,,,1.0
145,0.0,0,7,2,2,-1.0,,,,0.0,-1.0,,,0.0,0.0,1.0,,,,,1.0,,,
146,,0,5,4,1,-1.0,,,,,1.0,,1.0,,,,,,1.0,,,,,1.0
148,1.0,0,16,7,5,-1.0,,1.0,-1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,1.0,0.0,1.0,1.0,,1.0,-1.0,,1.0
149,3.0,0,12,4,4,0.0,,,-1.0,0.0,1.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,,1.0,,,,,1.0
38,,0,4,2,0,,,1.0,,0.0,,,1.0,0.0,,,,,,,,,,
39,,0,1,1,0,,,1.0,,,,,,,,,,,,,,,,
48,,0,5,3,2,,,1.0,,,,-1.0,-1.0,1.0,,1.0,,,,,,,,
59,,0,1,1,0,,,1.0,,,,,,,,,,,,,,,,
82,,0,4,3,0,,,0.0,,,,,1.0,,,1.0,,1.0,,,,,,
89,,0,5,2,1,,,1.0,0.0,,,,,,0.0,-1.0,,,1.0,,,,,
97,,0,1,1,0,,,1.0,,,,,,,,,,,,,,,,
98,,0,1,1,0,,,1.0,,,,,,,,,,,,,,,,
99,,0,2,1,1,,,-1.0,1.0,,,,,,,,,,,,,,,
107,,0,4,2,0,,,1.0,,0.0,,,,,,,1.0,0.0,,,,,,
120,1.0,0,10,4,1,,,1.0,0.0,0.0,1.0,-1.0,,0.0,0.0,,0.0,,1.0,1.0,,,,
123,,0,1,1,0,,,1.0,,,,,,,,,,,,,,,,
137,,0,1,1,0,,,1.0,,,,,,,,,,,,,,,,
147,,0,4,2,0,,,1.0,0.0,,,,,,,,,,1.0,,,0.0,,
12,,0,1,1,0,,,,1.0,,,,,,,,,,,,,,,
16,,0,1,1,0,,,,1.0,,,,,,,,,,,,,,,
43,,0,2,0,1,,,,0.0,,,,,,-1.0,,,,,,,,,
49,,0,4,2,0,,,,0.0,0.0,1.0,,,,,1.0,,,,,,,,
62,,0,4,0,0,,,,0.0,0.0,,0.0,,,,,0.0,,,,,,,
63,,0,1,1,0,,,,1.0,,,,,,,,,,,,,,,
70,,0,2,1,1,,,,-1.0,,1.0,,,,,,,,,,,,,
94,,0,1,0,0,,,,0.0,,,,,,,,,,,,,,,
140,,0,3,1,0,,,,0.0,0.0,,,,,,,,,,1.0,,,,
42,,0,2,0,1,,,,,0.0,-1.0,,,,,,,,,,,,,
61,,0,2,0,0,,,,,0.0,,0.0,,,,,,,,,,,,
76,,0,6,1,0,,,,,1.0,0.0,0.0,,0.0,0.0,,,0.0,,,,,,
124,,0,5,3,2,,,,,1.0,,-1.0,,-1.0,,,1.0,1.0,,,,,,
28,,0,1,0,1,,,,,,-1.0,,,,,,,,,,,,,
51,,0,3,3,0,,,,,,1.0,,1.0,,1.0,,,,,,,,,
55,,0,1,1,0,,,,,,1.0,,,,,,,,,,,,,
80,,0,2,0,0,,,,,,0.0,0.0,,,,,,,,,,,,
85,,0,1,1,0,,,,,,1.0,,,,,,,,,,,,,
125,,0,3,2,0,,,,,,0.0,1.0,,,,1.0,,,,,,,,
150,,0,2,0,2,,,,,,-1.0,-1.0,,,,,,,,,,,,
151,,0,1,1,0,,,,,,1.0,,,,,,,,,,,,,
41,,0,1,1,0,,,,,,,1.0,,,,,,,,,,,,
50,,0,2,0,2,,,,,,,-1.0,-1.0,,,,,,,,,,,
74,,0,1,0,1,,,,,,,-1.0,,,,,,,,,,,,
101,,0,2,1,1,,,,,,,-1.0,,,,,,1.0,,,,,,
111,,0,1,0,1,,,,,,,-1.0,,,,,,,,,,,,
126,,0,1,0,1,,,,,,,-1.0,,,,,,,,,,,,
134,,0,1,0,1,,,,,,,-1.0,,,,,,,,,,,,
135,,0,2,1,0,,,,,,,0.0,1.0,,,,,,,,,,,
2,,1,1,1,0,,,,,,,,1.0,,,,,,,,,,,
15,,0,1,0,0,,,,,,,,0.0,,,,,,,,,,,
18,,0,1,1,0,,,,,,,,1.0,,,,,,,,,,,
81,,0,5,1,0,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,,,
96,,0,1,0,1,,,,,,,,-1.0,,,,,,,,,,,
3,,1,1,1,0,,,,,,,,,1.0,,,,,,,,,,
57,,0,1,0,1,,,,,,,,,-1.0,,,,,,,,,,
102,,0,1,0,0,,,,,,,,,0.0,,,,,,,,,,
4,,1,1,1,0,,,,,,,,,,1.0,,,,,,,,,
65,,0,1,1,0,,,,,,,,,,,1.0,,,,,,,,
141,,0,1,1,0,,,,,,,,,,,1.0,,,,,,,,
116,,0,1,0,0,,,,,,,,,,,,,0.0,,,,,,
127,,0,1,0,0,,,,,,,,,,,,,0.0,,,,,,
128,,0,1,0,0,,,,,,,,,,,,,0.0,,,,,,
91,,0,1,1,0,,,,,,,,,,,,,,1.0,,,,,
131,,0,1,1,0,,,,,,,,,,,,,,,1.0,,,,
118,,0,1,1,0,,,,,,,,,,,,,,,,1.0,,,
138,,0,1,1,0,,,,,,,,,,,,,,,,,1.0,,
139,,0,1,0,0,,,,,,,,,,,,,,,,,0.0,,
